273092476,-321479.510748459,4466895.08793131,"amenity=restaurant,name:en=남라고향 후통 인근"
290599918,-322823.584661307,4466874.87484542,amenity=toilets
383989254,-322473.568969377,4467046.26854803,amenity=toilets
383989264,-322628.870564727,4467260.31447991,amenity=toilets
384017808,-322181.631004804,4467112.9558224,amenity=toilets
385078801,-323718.16160038,4465750.38899375,amenity=place_of_worship
533643087,-324199.209407314,4464781.02760424,amenity=fuel
610885822,-321358.675597089,4465136.13457259,amenity=bicycle_rental
610888143,-321934.380517737,4465660.10570454,amenity=bicycle_rental
671920348,-322129.961381382,4467011.03778666,amenity=bank
674529621,-322366.087307562,4465841.35917499,amenity=parking
675651113,-320342.078508559,4464397.03154649,"amenity=cafe,name:en=Starbucks"
848057423,-321814.70336754,4464069.52073853,amenity=toilets
848057435,-322173.789636711,4467016.42161005,amenity=toilets
924048102,-320881.27016819,4464810.49088128,amenity=school
924050593,-320399.242474629,4464691.50134259,amenity=school
991507737,-322171.587018983,4464930.82531232,amenity=cafe
991507773,-322354.151647436,4464922.46098978,amenity=restaurant
1379661209,-323007.712370145,4466371.05504143,amenity=toilets
1419898257,-322533.874047812,4462735.81473397,shop=kiosk
1449318399,-320723.117787893,4465544.70454075,amenity=place_of_worship
1469153493,-324261.629379241,4465378.83328209,shop=supermarket
1497215542,-323435.811633615,4462781.64970132,amenity=theatre
1502696807,-323731.956255739,4465503.39524339,amenity=post_box
1592224478,-322174.746206185,4464944.13090887,amenity=toilets
1592224494,-321674.632197779,4464967.74705369,amenity=toilets
1592319245,-321105.099159909,4464349.23548692,"shop=books,name:en=Beijing Foreign Languages Bookstore"
1696966158,-324445.856788866,4463958.39122295,amenity=bank
1707501893,-320720.763897471,4464747.9707069,shop=supermarket
1742835331,-322605.477442192,4466710.98185737,amenity=school
1742845390,-322787.532901389,4466849.63353558,amenity=fast_food
1742929877,-320871.42341143,4464019.88029862,amenity=telephone
1742929977,-320832.707039473,4464218.73448266,amenity=toilets
1747614159,-324149.373286247,4466465.09941959,amenity=post_box
1747614183,-323809.353011535,4466539.41545413,amenity=telephone
1747614207,-324038.631455812,4466510.76744711,amenity=school
1955900299,-320567.147568958,4466177.23813805,amenity=parking
1977200791,-324279.238737321,4465807.22469281,"amenity=place_of_worship,name:en=Guangji Temple"
1978676008,-322142.387304196,4466944.65911519,"amenity=place_of_worship,name:en=Huode Zhenjun Temple"
2006175178,-322296.318541969,4465805.01303894,amenity=toilets
2010541460,-324090.456521717,4463764.49887602,shop=kiosk
2010656158,-324396.23134244,4463593.9005843,amenity=telephone
2034244755,-320866.637246671,4463077.24349493,amenity=hospital
2034244762,-320947.067817326,4462984.80282043,amenity=hospital
2047960611,-322849.890406025,4462827.44449552,amenity=toilets
2048053107,-321902.313794662,4462862.15353143,amenity=toilets
2048070280,-322442.426094656,4462649.42676015,amenity=toilets
2048070283,-322599.510553949,4462693.58287422,amenity=toilets
2103138739,-321518.752606896,4466565.71096223,amenity=toilets
2126053462,-322607.864261224,4462773.99914833,amenity=restaurant
2126053468,-322694.758387956,4462543.73942141,"amenity=fast_food,name:en=McDonald's"
2250084195,-322347.781579867,4466215.56472018,amenity=theatre
2250187731,-324359.506555818,4464215.77750878,amenity=restaurant
2250319698,-321626.41840978,4466949.69603434,amenity=bar
2250338053,-320569.112077782,4466398.73610529,amenity=nightclub
2261296220,-321029.864117637,4464371.8406385,"shop=electronics,name:en=Apple Store"
2261296242,-321084.495417466,4463666.48655327,"amenity=bank,name:en=Bank of China"
2264417876,-324232.115862736,4464973.40666191,amenity=bank
2264417880,-324229.847006609,4464995.75242561,amenity=bank
2264456464,-324072.493930747,4465685.61561299,amenity=toilets
2271247413,-322515.026267123,4463845.14681809,shop=books
2335158199,-323427.948300545,4462885.88239889,amenity=restaurant
2335158236,-323254.845559276,4462865.49742582,amenity=restaurant
2347850142,-323121.914617767,4463026.74802957,amenity=school
2358535690,-321596.966376127,4463006.09631718,amenity=toilets
2382659504,-320985.98199512,4463596.19712532,amenity=post_box
2382665108,-320535.971759679,4463648.84253695,amenity=post_box
2382665109,-320535.277472995,4463660.12979043,amenity=taxi
2382665110,-320534.91578863,4463665.86756107,amenity=telephone
2382665115,-320538.63671836,4463706.91233377,amenity=telephone
2382665117,-320526.139986731,4463706.03089875,amenity=taxi
2382672721,-320575.461454175,4463757.0630756,amenity=taxi
2383241725,-319928.51781702,4464279.85861431,amenity=taxi
2390988213,-321812.891469413,4466966.40849891,amenity=pub
2425478605,-321286.444470386,4465723.46751699,amenity=restaurant
2425479113,-321122.272036661,4465711.30188813,amenity=car_wash
2425479746,-320435.128997472,4465425.49964918,amenity=post_office
2425480584,-320997.246746437,4465868.21017917,amenity=marketplace
2425480842,-321060.654220573,4465832.47773329,shop=florist
2425481363,-320726.45499813,4466050.08168301,amenity=police
2425482556,-321113.180298267,4466292.17478913,amenity=hospital
2425484598,-320724.783081609,4465499.53579229,amenity=cinema
2425485481,-320317.68917909,4465359.02861633,shop=supermarket
2425487191,-320941.667009395,4465695.40859336,amenity=hospital
2425487258,-320976.613178122,4465767.7600759,shop=hairdresser
2425487334,-320954.638112724,4465593.04196017,shop=books
2425489905,-320726.036081851,4465779.49344654,shop=convenience
2433565008,-323128.043799227,4466604.17933247,amenity=taxi
2433565036,-323491.271482137,4466717.50625906,amenity=toilets
2433565040,-323433.096361138,4466657.27085934,amenity=toilets
2433565042,-323179.302037237,4466649.19812963,shop=convenience
2480938122,-320443.561842435,4465297.66453837,shop=bakery
2480938123,-320448.429418568,4465287.07748488,amenity=fast_food
2480938169,-320451.554645783,4465275.36683791,amenity=fast_food
2487713017,-321150.151199667,4465516.24906546,amenity=place_of_worship
2489280213,-322708.240494124,4464248.44095821,shop=supermarket
2489280216,-322694.448891355,4464211.43293638,amenity=bar
2493417298,-324390.472048778,4464268.80672705,amenity=restaurant
2493417299,-324364.695855795,4464061.15464981,shop=bakery
2537542059,-322790.588780781,4462649.67327295,amenity=place_of_worship
2719251244,-320390.186365162,4465849.01447615,amenity=atm
2719251252,-320805.290324797,4466375.60940214,amenity=atm
2719251265,-320399.233868375,4465796.20068582,amenity=atm
2802995901,-324683.475512183,4464600.79614177,amenity=school
2808562403,-324527.539618079,4464770.3188938,amenity=school
2808576501,-324593.376215982,4464951.72650204,amenity=bank
2812782666,-324352.616680652,4464704.23202696,amenity=bank
2815438564,-322214.43301577,4462734.42851481,"amenity=fast_food,name:en=McDonald's"
2916974874,-322004.299220581,4467057.21345396,amenity=restaurant
2920492977,-322764.485004039,4464604.90505831,amenity=bar
2925424801,-321397.356491157,4465903.32815624,amenity=bank
3012120196,-324417.515415322,4463911.43685617,"amenity=bank,name:en=Bank of China ATM"
3012120197,-324259.732879331,4463726.51183399,amenity=cinema
3017701775,-323189.738472105,4467096.51461222,amenity=school
3095117629,-321731.757385813,4463474.57479726,amenity=police
3095368229,-322137.326178912,4463087.84035245,"amenity=police,name:en=police"
3095380629,-322182.589889337,4462948.15395946,amenity=restaurant
3095477730,-321955.426152686,4462768.30879697,amenity=bank
3095502447,-321080.179393747,4463871.00908684,"amenity=fast_food,name:en=McDonald's"
