"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"max_dcache2_access",3,3,4,4," max number accesses of dcache2",3,4,1,0.577350269189626,0.577350269189626
"avg_regfile_access",0.9356,0.9407,0.9068,0.9068," avg number accesses of arch. regfile",0.9068,0.9407,0.0338999999999999,0.0182192892287268,0.537442160139433
"max_cycle_power_cc1",31.8568,31.1195,35.4697,35.6829," maximum cycle power usage of cc1",31.1195,35.6829,4.5634,2.38100141309632,0.521760400818758
"total_lsq_access",2335,2343,2308,2308," total number accesses of load/store queue",2308,2343,35,18.1934053986603,0.519811582818864
"max_cycle_power_cc3",30.2199,28.9453,29.8884,28.9479," maximum cycle power usage of cc3",28.9453,30.2199,1.2746,0.653609594865314,0.512795853495461
"dl1.repl_rate",0.0461,0.0457,0.0446,0.0446," replacement rate (i.e., repls/ref)",0.0446,0.0461,0.0015,0.000768114574786861,0.51207638319124
"sim_total_stores",971,977,992,992," total number of stores executed",971,992,21,10.6770782520313,0.508432297715777
"bpred_bimod.retstack_pushes",215,219,219,219," total number of address pushed onto ret-addr stack",215,219,4,2,0.5
"bpred_bimod.retstack_pops",227,241,241,241," total number of address popped off of ret-addr stack",227,241,14,7,0.5
"dl1.misses",556,557,557,557," total number of misses",556,557,1,0.5,0.5
"dl1.replacements",101,102,102,102," total number of replacements",101,102,1,0.5,0.5
"dtlb.miss_rate",0.0075,0.0074,0.0074,0.0074," miss rate (i.e., misses/ref)",0.0074,0.0075,9.99999999999994e-05,4.99999999999997e-05,0.5
"max_dcache_access",3,4,4,4," max number accesses of dcache",3,4,1,0.5,0.5
"mem.ptab_miss_rate",0.0019,0.002,0.0019,0.0019," first level page table miss rate",0.0019,0.002,1e-04,5e-05,0.5
"bpred_power_cc1",8562.2783,8290.8907,7239.2638,7037.9847," total power usage of bpred unit_cc1",7037.9847,8562.2783,1524.2936,756.29003659208,0.496157719609975
"avg_lsq_power_cc1",0.0572,0.0658,0.0665,0.0665," avg power usage of lsq_cc1",0.0572,0.0665,0.0093,0.00454532727094541,0.488744867843592
"dl1.miss_rate",0.2536,0.2494,0.2437,0.2437," miss rate (i.e., misses/ref)",0.2437,0.2536,0.00989999999999999,0.0048187135212627,0.486738739521485
"dl1.hits",1636,1676,1729,1729," total number of hits",1636,1729,93,45.1995575199581,0.486016747526431
"dl1.accesses",2192,2233,2286,2286," total number of accesses",2192,2286,94,45.6170655201172,0.485287931065077
"total_dcache_access",2192,2233,2286,2286," total number accesses of dcache",2192,2286,94,45.6170655201172,0.485287931065077
"dcache_power_cc2",6669.0573,6793.7979,6955.0479,6955.0479," total power usage of dcache_cc2",6669.0573,6955.0479,285.990599999999,138.787784304275,0.485287923114519
"dl1.wb_rate",0.0383,0.0376,0.0367,0.0367," writeback rate (i.e., wrbks/ref)",0.0367,0.0383,0.0016,0.000776208734813,0.485130459258126
"lsq_power_cc2",549.0276,553.2502,548.5343,548.5164," total power usage of lsq_cc2",548.5164,553.2502,4.73379999999997,2.2909953577357,0.48396538884949
"lsq_power_cc1",982.4435,960.8922,934.544,934.5081," total power usage of lsq_cc1",934.5081,982.4435,47.9354,23.1786052031466,0.483538370455792
"sim_total_refs",2427,2498,2508,2508," total number of loads and stores executed",2427,2508,81,39.1184099881373,0.48294333318688
"dcache_power_cc3",15912.0299,14545.36,14375.5911,14367.6807," total power usage of dcache_cc3",14367.6807,15912.0299,1544.3492,745.760196082714,0.482896093760864
"avg_lsq_access",0.1359,0.1603,0.1642,0.1642," avg number accesses of lsq",0.1359,0.1642,0.0283,0.0136246100861639,0.481434985376817
"avg_lsq_power_cc2",0.032,0.0379,0.039,0.039," avg power usage of instruction lsq_cc2",0.032,0.039,0.007,0.00335695794830181,0.479565421185972
"alu_power_cc1",34699.3314,22871.9203,20541.8551,20541.8551," total power usage of alu_cc1",20541.8551,34699.3314,14157.4763,6779.96024675556,0.478896104297597
"icache_power_cc1",19500.9623,12649.7414,11282.4696,11282.4696," total power usage of icache_cc1",11282.4696,19500.9623,8218.4927,3934.51963068189,0.478739809634666
"icache_power_cc2",19500.9623,12649.7414,11282.4696,11282.4696," total power usage of icache_cc2",11282.4696,19500.9623,8218.4927,3934.51963068189,0.478739809634666
"fetch_stage_power_cc2",23782.1014,16930.8806,15563.6087,15563.6087," total power usage of fetch stage_cc2",15563.6087,23782.1014,8218.4927,3934.51962196275,0.478739808573748
"bpred_bimod.addr_hits",1437,1441,1445,1445," total number of address-predicted hits",1437,1445,8,3.82970843102535,0.478713553878169
