"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"ul2.miss_rate",0.2328,0.2328,0.2329,0.2329," miss rate (i.e., misses/ref)",0.2328,0.2329,9.9999999999989e-05,5.77350269189562e-05,0.577350269189626
"dtlb.miss_rate",6e-04,6e-04,5e-04,5e-04," miss rate (i.e., misses/ref)",5e-04,6e-04,9.99999999999999e-05,5.77350269189625e-05,0.577350269189626
"dl1.writebacks",9911,9911,9913,9913," total number of writebacks",9911,9913,2,1.15470053837925,0.577350269189626
"mem.ptab_miss_rate",5e-04,5e-04,4e-04,4e-04," first level page table miss rate",4e-04,5e-04,1e-04,5.77350269189626e-05,0.577350269189626
"mem.ptab_misses",2101,2097,1718,1718," total first level page table misses",1718,2101,383,219.976513897886,0.574351211221633
"LSQ_fcount",196,332,23657,25245," cumulative LSQ full count",196,25245,25049,13979.5217967807,0.558087021309461
"lsq_full",2e-04,7e-04,0.0611,0.0661," fraction of time (cycle's) LSQ was full",2e-04,0.0661,0.0659,0.0365173360656734,0.554132565488216
"avg_regfile_power_cc1",2.6133,2.6047,2.4193,2.3974," avg power usage of arch. regfile_cc1",2.3974,2.6133,0.2159,0.116242859995786,0.538410653060613
"dl1.misses",11646,11647,11652,11652," total number of misses",11646,11652,6,3.20156211871642,0.533593686452737
"dl1.replacements",11134,11135,11140,11140," total number of replacements",11134,11140,6,3.20156211871642,0.533593686452737
"max_regfile_access",6,7,12,12," max number accesses of arch. regfile",6,12,6,3.20156211871642,0.533593686452737
"lsq_latency",1.0611,1.1469,1.5333,1.5564," avg LSQ occupant latency (cycle's)",1.0611,1.5564,0.4953,0.257096834869665,0.51907295552123
"RUU_fcount",4648,13406,178957,217844," cumulative RUU full count",4648,217844,213196,110539.243662979,0.518486480341932
"ruu_full",0.0057,0.0276,0.4624,0.5706," fraction of time (cycle's) RUU was full",0.0057,0.5706,0.5649,0.292086429845688,0.517058647275072
"bpred_bimod.dir_hits",112280,112279,112272,112273," total number of direction-predicted hits (includes addr-hits)",112272,112280,8,4.08248290463863,0.510310363079829
"bpred_bimod.misses",12165,12166,12173,12172," total number of misses",12165,12173,8,4.08248290463863,0.510310363079829
"LSQ_count",769244,876408,1246318,1269644," cumulative LSQ occupancy",769244,1269644,500400,255195.341265601,0.509982696374103
"itlb.misses",49,50,50,50," total number of misses",49,50,1,0.5,0.5
"itlb.replacements",8,9,9,9," total number of replacements",8,9,1,0.5,0.5
"max_rename_access",1,2,4,4," max number accesses of rename unit",1,4,3,1.5,0.5
"max_window_access",10,12,16,16," max number accesses of instruction window",10,16,6,3,0.5
"max_icache_access",1,2,4,4," max number accesses of icache",1,4,3,1.5,0.5
"max_dcache_access",3,4,4,4," max number accesses of dcache",3,4,1,0.5,0.5
"il1.repl_rate",0.0019,0.0018,0.0016,0.0016," replacement rate (i.e., repls/ref)",0.0016,0.0019,3e-04,0.00015,0.5
"avg_sim_slip",5.8659,6.7989,8.8228,8.8859," the average slip between issue and retirement",5.8659,8.8859,3.02,1.50526488338985,0.498432080592667
"sim_slip",4162808,4824911,6261140,6305915," total number of slip cycles",4162808,6305915,2143107,1068192.26450438,0.498431606310083
"resultbus_power_cc2",329824.4153,332010.4825,350065.7053,356163.2495," total power usage of resultbus_cc2",329824.4153,356163.2495,26338.8342,13085.4568353159,0.496812301408386
"ruu_latency",3.494,4.1902,5.514,5.533," avg RUU occupant latency (cycle's)",3.494,5.533,2.039,1.01153903862711,0.496095654059399
"RUU_count",2532848,3201956,4482032,4513515," cumulative RUU occupancy",2532848,4513515,1980667,980214.190111656,0.494890958506229
"avg_issue_power_cc1",8.7431,8.9376,9.4616,9.5308," average power of issue unit per cycle_cc1",8.7431,9.5308,0.787699999999999,0.387921240932572,0.49247332859283
"sim_total_branches",125778,132805,143266,143119," total number of branches executed",125778,143266,17488,8523.26169960773,0.487377727562198
"lsq_occupancy",0.9504,1.8039,3.2206,3.3259," avg LSQ occupancy (insn's)",0.9504,3.3259,2.3755,1.14963332995061,0.483954253820506
"ruu_occupancy",3.1293,6.5907,11.5818,11.8233," avg RUU occupancy (insn's)",3.1293,11.8233,8.694,4.19683597517225,0.482727855437342
"max_cycle_power_cc1",38.2834,48.8531,50.5855,50.6502," maximum cycle power usage of cc1",38.2834,50.6502,12.3668,5.93178534816177,0.479654021101803
"issue_stage_power_cc2",2428964.4037,2464682.6945,2534963.7882,2546665.515," total power usage of issue stage_cc2",2428964.4037,2546665.515,117701.1113,56393.5300752757,0.479124873609207
"avg_fetch_power_cc2",2.6097,2.6781,2.6039,2.6531," average power of fetch unit per cycle_cc2",2.6039,2.6781,0.0742000000000003,0.035528204758098,0.478816775715604
"bpred_bimod.bpred_addr_rate",0.8953,0.8951,0.8949,0.8949," branch address-prediction rate (i.e., addr-hits/updates)",0.8949,0.8953,0.000399999999999956,0.000191485421551247,0.478713553878169
"max_lsq_access",3,4,5,5," max number accesses of load/store queue",3,5,2,0.957427107756338,0.478713553878169
"max_dcache2_access",4,5,6,6," max number accesses of dcache2",4,6,2,0.957427107756338,0.478713553878169
"total_lsq_access",196882,201183,208340,209256," total number accesses of load/store queue",196882,209256,12374,5917.03244174533,0.478182676720974
"ul2.replacements",1406,1410,1417,1418," total number of replacements",1406,1418,12,5.7373048260195,0.478108735501625
"rename_power_cc3",79278.1889,83536.0869,89430.4242,89913.1326," total power usage of rename unit_cc3",79278.1889,89913.1326,10634.9437,5082.17912524269,0.477875508193117
"dispatch_stage_power_cc3",79278.1889,83536.0869,89430.4242,89913.1326," total power usage of dispatch stage_cc3",79278.1889,89913.1326,10634.9437,5082.17912524269,0.477875508193117
"rename_power_cc2",75747.6762,79847.4996,84935.916,85238.105," total power usage of rename unit_cc2",75747.6762,85238.105,9490.42879999999,4530.84307433856,0.477411839846326
