"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"bpred_bimod.retstack_pushes",3764,3765,3764,3765," total number of address pushed onto ret-addr stack",3764,3765,1,0.577350269189626,0.577350269189626
"dl1.writebacks",9914,9914,9913,9913," total number of writebacks",9913,9914,1,0.577350269189626,0.577350269189626
"fetch_stage_power_cc1",1227423.9039,1226638.2837,1226521.9759,1227468.5986," total power usage of fetch stage_cc1",1226521.9759,1227468.5986,946.622699999949,502.636026837356,0.530978210048611
"window_power_cc3",602012.3933,603078.5766,595738.084,595155.9297," total power usage of instruction window_cc3",595155.9297,603078.5766,7922.64690000005,4128.20447512327,0.521063796888796
"avg_total_power_insn_cc2",7.7024,7.703,7.592,7.5583," average total power per insn_cc2",7.5583,7.703,0.1447,0.0749155691428692,0.517730263599648
"total_power_cycle_cc2",6262147.7114,6260609.1003,6171210.6946,6144223.0794," total power per cycle_cc2",6144223.0794,6262147.7114,117924.632,60857.9215315998,0.516074720772499
"total_power_cycle_cc1",9563370.3127,9566945.49,9416217.1482,9373118.5345," total power per cycle_cc1",9373118.5345,9566945.49,193826.955500001,100003.32787229,0.51594128182181
"avg_total_power_insn_cc1",11.7629,11.7711,11.5841,11.5303," average total power per insn_cc1",11.5303,11.7711,0.2408,0.123148798884385,0.511415277759074
"lsq_power_cc2",49557.5741,49558.7188,49552.3487,49552.9242," total power usage of lsq_cc2",49552.3487,49558.7188,6.37010000000009,3.22391424461977,0.506101041525207
"regfile_power_cc3",339855.1521,338046.7854,329013.8049,327153.8454," total power usage of arch. regfile_cc3",327153.8454,339855.1521,12701.3067,6362.90368083304,0.500964493742445
"dl1.misses",11653,11653,11652,11653," total number of misses",11652,11653,1,0.5,0.5
"dl1.replacements",11141,11141,11140,11141," total number of replacements",11140,11141,1,0.5,0.5
"max_window_access",17,16,16,16," max number accesses of instruction window",16,17,1,0.5,0.5
"max_resultbus_access",6,6,8,6," max number accesses of resultbus",6,8,2,1,0.5
"rename_power_cc1",116882.3765,116721.8778,116692.2022,116853.5369," total power usage of rename unit_cc1",116692.2022,116882.3765,190.174299999999,94.4287495427996,0.496537910447417
"dispatch_stage_power_cc1",116882.3765,116721.8778,116692.2022,116853.5369," total power usage of dispatch stage_cc1",116692.2022,116882.3765,190.174299999999,94.4287495427996,0.496537910447417
"avg_dcache2_power_cc3",0.0602,0.124,0.2276,0.2276," avg power usage of dcache2_cc3",0.0602,0.2276,0.1674,0.0824529562841746,0.492550515437124
