"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"max_lsq_access",5,5,6,6," max number accesses of load/store queue",5,6,1,0.577350269189626,0.577350269189626
"bpred_bimod.jr_non_ras_hits.PP",255033,247371,247371,247371," total number of address-predicted hits for non-RAS JR's",247371,255033,7662,3831,0.5
"bpred_bimod.bpred_dir_rate",0.8934,0.8935,0.8934,0.8934," branch direction-prediction rate (i.e., all-hits/updates)",0.8934,0.8935,9.9999999999989e-05,4.99999999999945e-05,0.5
"bpred_bimod.bpred_jr_non_ras_rate.PP",0.387,0.3754,0.3754,0.3754," non-RAS JR addr-pred rate (ie, non-RAS JR hits/JRs seen)",0.3754,0.387,0.0116,0.0058,0.5
"ul2.miss_rate",0.0605,0.0604,0.0605,0.0605," miss rate (i.e., misses/ref)",0.0604,0.0605,9.99999999999959e-05,4.9999999999998e-05,0.5
"max_dcache_access",3,4,4,4," max number accesses of dcache",3,4,1,0.5,0.5
"max_cycle_power_cc2",30.7095,30.662,32.8681,33.9506," maximum cycle power usage of cc2",30.662,33.9506,3.2886,1.63350627077666,0.496717834572967
"dcache_power_cc3",229097971.8144,211859916.2621,211220999.2953,211377200.0561," total power usage of dcache_cc3",211220999.2953,229097971.8144,17876972.5191,8810164.99035003,0.49282197983675
"dtlb.misses",20861,20951,20960,20960," total number of misses",20861,20960,99,48.187135212627,0.486738739521485
"dtlb.replacements",20733,20823,20832,20832," total number of replacements",20733,20832,99,48.187135212627,0.486738739521485
"total_window_access",599735162,600885705,599798080,599772210," total number accesses of instruction window",599735162,600885705,1150543,559206.948605717,0.486037417641685
"max_cycle_power_cc3",34.4043,34.2948,36.1733,37.2518," maximum cycle power usage of cc3",34.2948,37.2518,2.957,1.43426464898684,0.485040462964774
"avg_regfile_access",1.4735,1.8041,1.8503,1.8502," avg number accesses of arch. regfile",1.4735,1.8503,0.3768,0.181988358144141,0.482983965350692
"avg_lsq_power_cc1",0.1416,0.1728,0.1773,0.1773," avg power usage of lsq_cc1",0.1416,0.1773,0.0357,0.0172310765769293,0.482663209437794
"window_power_cc1",252651971.182,181130708.5415,171575762.6428,172308203.0665," total power usage of instruction window_cc1",171575762.6428,252651971.182,81076208.5392,39065579.1999579,0.481837766020717
"mem.ptab_misses",757440,785262,789428,789500," total first level page table misses",757440,789500,32060,15439.2918987023,0.48157491886158
"alu_power_cc1",481722144.9352,332030631.6551,306794488.8259,306831313.1767," total power usage of alu_cc1",306794488.8259,481722144.9352,174927656.1093,84096129.0061678,0.480748046801828
"itlb.misses",89948,90204,90242,90244," total number of misses",89948,90244,296,142.195874295518,0.480391467214587
"itlb.replacements",89884,90140,90178,90180," total number of replacements",89884,90180,296,142.195874295518,0.480391467214587
"bpred_power_cc1",104986327.4511,102589201.6332,91652019.6726,87186816.4374," total power usage of bpred unit_cc1",87186816.4374,104986327.4511,17799511.0137,8549688.2366949,0.480332759147953
"alu_power_cc3",439434809.5755,381424352.4214,371855385.3863,371665650.5645," total power usage of alu_cc3",371665650.5645,439434809.5755,67769159.011,32546996.8115122,0.480262663525591
"bpred_power_cc3",116544673.2435,97888870.7828,95754950.2309,96344986.6392," total power usage of bpred unit_cc3",95754950.2309,116544673.2435,20789723.0126,9981500.49441059,0.480117050542767
"dcache2_power_cc3",81349003.6273,63811858.106,60803307.7914,60742142.8998," total power usage of dcache2_cc3",60742142.8998,81349003.6273,20606860.7275,9886008.91430988,0.479743569146218
"sim_CPI",1.1364,0.8483,0.7987,0.7977," cycles per instruction",0.7977,1.1364,0.3387,0.162476180305504,0.479705285814892
"lsq_power_cc2",13256689.4954,13579930.1629,13564212.2715,13554079.8487," total power usage of lsq_cc2",13256689.4954,13579930.1629,323240.6675,155057.453338027,0.479696612858984
"dcache2_power",693742862.5657,517906459.7278,487597285.5473,486978342.2751," total power usage of dcache2",486978342.2751,693742862.5657,206764520.2906,99180636.516438,0.479679184693018
"issue_stage_power",5719288120.0642,4269674586.2366,4019802609.2941,4014699976.7304," total power usage of issue stage",4014699976.7304,5719288120.0642,1704588143.3338,817655450.581157,0.479679184546011
"total_power",11832126529.5756,8833150015.0382,8316212104.5356,8305655721.8307," total power per cycle",8305655721.8307,11832126529.5756,3526470807.7449,1691574641.34076,0.479679184533639
"window_power",363315796.345,271229598.8026,255356568.013,255032425.047," total power usage of instruction window",255032425.047,363315796.345,108283371.298,51941279.2426044,0.479679184532037
"falu_power",2353800987.5896,1757205450.2673,1654369416.3598,1652269402.9795," total power usage of falu",1652269402.9795,2353800987.5896,701531584.6101,336510098.429185,0.479679184531958
"alu_power",3121883420.2331,2330609337.4756,2194216281.688,2191431000.7777," total power usage of alu",2191431000.7777,3121883420.2331,930452419.4554,446318657.810146,0.47967918453195
