"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"bpred_nottaken.jr_non_ras_seen.PP",9646,9646,6327,6327," total number of non-RAS JR's seen",6327,9646,3319,1916.22554344037,0.577350269189626
"bpred_nottaken.used_ras.PP",0,0,3319,3319," total number of RAS predictions used",0,3319,3319,1916.22554344037,0.577350269189626
"mem.ptab_miss_rate",3e-04,3e-04,4e-04,4e-04," first level page table miss rate",3e-04,4e-04,1e-04,5.77350269189626e-05,0.577350269189626
"bpred_nottaken.jr_non_ras_hits.PP",808,808,5099,5099," total number of address-predicted hits for non-RAS JR's",808,5099,4291,2477.41000509268,0.577350269189626
"bpred_nottaken.bpred_jr_non_ras_rate.PP",0.0838,0.0838,0.8059,0.8059," non-RAS JR addr-pred rate (ie, non-RAS JR hits/JRs seen)",0.0838,0.8059,0.7221,0.416904629381829,0.577350269189626
"il1.repl_rate",0.001,0.001,0.0016,0.0016," replacement rate (i.e., repls/ref)",0.001,0.0016,6e-04,0.000346410161513775,0.577350269189626
"itlb.miss_rate",0,0,1e-04,1e-04," miss rate (i.e., misses/ref)",0,1e-04,1e-04,5.77350269189626e-05,0.577350269189626
"dtlb.miss_rate",4e-04,4e-04,5e-04,5e-04," miss rate (i.e., misses/ref)",4e-04,5e-04,1e-04,5.77350269189626e-05,0.577350269189626
"max_lsq_access",6,6,5,5," max number accesses of load/store queue",5,6,1,0.577350269189626,0.577350269189626
"max_regfile_access",10,10,12,12," max number accesses of arch. regfile",10,12,2,1.15470053837925,0.577350269189626
"max_resultbus_access",5,5,6,6," max number accesses of resultbus",5,6,1,0.577350269189626,0.577350269189626
"bpred_nottaken.jr_hits",808,808,8357,8103," total number of address-predicted hits for JR's",808,8357,7549,4286.34817375662,0.567803440688385
"bpred_nottaken.bpred_jr_rate",0.0838,0.0838,0.8664,0.84," JR address-prediction rate (i.e., JR addr-hits/JRs seen)",0.0838,0.8664,0.7826,0.444344025877848,0.567779230613145
"LSQ_fcount",57223,58203,23657,23863," cumulative LSQ full count",23657,58203,34546,19607.0363815307,0.56756314425782
"lsq_power_cc1",103978.5303,103813.3047,78113.8321,77186.5277," total power usage of lsq_cc1",77186.5277,103978.5303,26792.0026,15157.8619715164,0.565760693510698
"clock_power_cc1",5710618.2369,5656478.4621,3439437.4146,3481805.2957," total power usage of clock_cc1",3439437.4146,5710618.2369,2271180.8223,1283714.33718618,0.565218904889386
"sim_total_loads",246536,250199,125442,127837," total number of loads executed",125442,250199,124757,70302.4010519318,0.563514680955232
"max_cycle_power_cc2",26.9618,26.9779,32.1763,31.9013," maximum cycle power usage of cc2",26.9618,32.1763,5.2145,2.92871964104339,0.561649178453043
"clock_power_cc3",5074859.4008,5150658.5914,2884510.3429,2937614.5603," total power usage of clock_cc3",2884510.3429,5150658.5914,2266148.2485,1271711.5057622,0.561177542821378
"max_cycle_power_cc3",30.5069,30.5664,35.2474,35.0238," maximum cycle power usage of cc3",30.5069,35.2474,4.7405,2.65688474894314,0.560465087847937
"sim_total_refs",477814,488198,222566,228201," total number of loads and stores executed",222566,488198,265632,148816.601724796,0.5602359720395
"ul2.miss_rate",0.2313,0.2313,0.2329,0.2328," miss rate (i.e., misses/ref)",0.2313,0.2329,0.00159999999999999,0.000895823643358443,0.55988977709903
"dl1.misses",11764,11763,11652,11658," total number of misses",11652,11764,112,62.6917059905056,0.559747374915229
"dl1.replacements",11252,11251,11140,11146," total number of replacements",11140,11252,112,62.6917059905056,0.559747374915229
"dcache_power_cc1",1156792.404,1167088.0654,938374.6934,933610.2118," total power usage of dcache_cc1",933610.2118,1167088.0654,233477.8536,130533.20228994,0.559081729925326
"total_power_cycle_cc3",13637330.4344,13763166.9492,7930385.25,8196542.6527," total power per cycle_cc3",7930385.25,13763166.9492,5832781.6992,3256617.85220518,0.558330145057863
"sim_total_stores",231278,237999,97124,100364," total number of stores executed",97124,237999,140875,78517.8320526618,0.557358168962994
"total_power_cycle_cc2",9168149.4665,9372217.6468,6131221.5947,6172983.0522," total power per cycle_cc2",6131221.5947,9372217.6468,3240996.0521,1802232.36548507,0.556073607160774
"bpred_nottaken.ras_hits.PP",0,0,3258,3004," total number of RAS hits",0,3258,3258,1810.65540619964,0.555756723818184
