"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"fetch_stage_power_cc1",252951717.8321,253361969.4579,253440604.1275,252972637.8416," total power usage of fetch stage_cc1",252951717.8321,253440604.1275,488886.295399994,255686.79025842,0.522998481782403
"bpred_bimod.bpred_addr_rate",0.8637,0.8636,0.8636,0.8636," branch address-prediction rate (i.e., addr-hits/updates)",0.8636,0.8637,9.9999999999989e-05,4.99999999999945e-05,0.5
"max_window_access",17,18,17,17," max number accesses of instruction window",17,18,1,0.5,0.5
"lsq_power_cc2",13563458.8675,13572394.921,13574142.4917,13561259.3449," total power usage of lsq_cc2",13561259.3449,13574142.4917,12883.1467999984,6402.2216701852,0.496945487742639
"avg_total_power_insn_cc1",13.1946,13.2071,13.3353,13.3937," average total power per insn_cc1",13.1946,13.3937,0.199100000000001,0.0975785623655801,0.490098253970766
"bpred_bimod.bpred_jr_rate",0.7857,0.7851,0.7842,0.7842," JR address-prediction rate (i.e., JR addr-hits/JRs seen)",0.7842,0.7857,0.00149999999999995,0.000734846922834933,0.48989794855664
"fetch_stage_power_cc2",213720727.0684,214172496.4714,214264569.3496,213812232.7269," total power usage of fetch stage_cc2",213720727.0684,214264569.3496,543842.281199992,266318.904477024,0.489698785260663
"icache_power_cc1",161227565.6014,161679335.0043,161771407.8825,161319071.2599," total power usage of icache_cc1",161227565.6014,161771407.8825,543842.281100005,266318.904420451,0.489698785246671
"icache_power_cc2",161227565.6014,161679335.0043,161771407.8825,161319071.2599," total power usage of icache_cc2",161227565.6014,161771407.8825,543842.281100005,266318.904420451,0.489698785246671
"bpred_bimod.addr_hits",20047272,20046114,20044204,20044092," total number of address-predicted hits",20044092,20047272,3180,1544.21274441056,0.485601491953007
"bpred_bimod.jr_hits",1711714,1710391,1708399,1708279," total number of address-predicted hits for JR's",1708279,1711714,3435,1657.85471317604,0.482636015480651
"bpred_bimod.ras_hits.PP",1464343,1463020,1461028,1460908," total number of RAS hits",1460908,1464343,3435,1657.85471317604,0.482636015480651
"bpred_bimod.ras_rate.PP",0.9637,0.9628,0.9615,0.9614," RAS prediction rate (i.e., RAS hits/used RAS)",0.9614,0.9637,0.00229999999999997,0.00110302614051827,0.479576582834037
"avg_dcache2_power_cc2",0.0038,0.0105,0.0277,0.2145," avg power usage of dcache2_cc2",0.0038,0.2145,0.2107,0.100754102480577,0.478187482110001
"avg_dcache2_power_cc1",0.007,0.0195,0.0515,0.3991," avg power usage of dcache2_cc1",0.007,0.3991,0.3921,0.187488850779631,0.478165903544072
"total_power_cycle_cc1",2213484338.8359,2219163513.4379,2241589897.9851,2250954739.2636," total power per cycle_cc1",2213484338.8359,2250954739.2636,37470400.4277,17859477.882888,0.476628957231142
"total_lsq_access",55018598,55064922,55078487,55028969," total number accesses of load/store queue",55018598,55078487,59889,28531.8866884053,0.476412808502485
"avg_dcache2_power_cc3",0.0259,0.057,0.1393,0.8684," avg power usage of dcache2_cc3",0.0259,0.8684,0.8425,0.400037819045483,0.474822337145974
"avg_dcache2_power",0.2278,0.4842,1.1673,6.9361," avg power usage of dcache2",0.2278,6.9361,6.7083,3.17965384331901,0.473988021304803
"avg_issue_power",30.719,30.9754,31.6585,37.4273," average power of issue unit per cycle",30.719,37.4273,6.7083,3.17965384331901,0.473988021304803
"avg_total_power_cycle",67.8069,68.0633,68.7465,74.5152," average total power per cycle",67.8069,74.5152,6.70829999999999,3.17964297720672,0.473986401503618
"dcache2_power_cc2",799823.3949,1700901.0078,4101919.3203,24359794.353," total power usage of dcache2_cc2",799823.3949,24359794.353,23559970.9581,11166765.5990075,0.473971959425032
"dcache2_power_cc1",1488292.7821,3164607.2774,7632088.0566,45312802.1567," total power usage of dcache2_cc1",1488292.7821,45312802.1567,43824509.3746,20771392.1933027,0.473967478238136
"alu_power_cc1",308037702.9414,307922163.4254,307917740.21,306735062.2412," total power usage of alu_cc1",306735062.2412,308037702.9414,1302640.70020002,614584.493428189,0.471798933761105
"dcache2_power_cc3",5481720.0629,9249293.0833,20629603.5181,98602809.9991," total power usage of dcache2_cc3",5481720.0629,98602809.9991,93121089.9362,43882963.4276271,0.471246239253563
"dcache2_power",48302767.0952,78638905.2576,172885708.5486,787603323.8546," total power usage of dcache2",48302767.0952,787603323.8546,739300556.7594,347898124.113367,0.470577386872695
