"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"dtlb.misses",20372,20448,20960,20961," total number of misses",20372,20961,589,319.34242332226,0.542177289171918
"dtlb.replacements",20244,20320,20832,20833," total number of replacements",20244,20833,589,319.34242332226,0.542177289171918
"avg_alu_power_cc1",3.0715,3.1377,2.6483,2.593," avg power usage of alu_cc1",2.593,3.1377,0.5447,0.281619049722611,0.517016797728312
"avg_total_power_insn_nofp_nod2",53.4674,37.3103,36.7349,50.0739," average total power per insn",36.7349,53.4674,16.7325,8.62995640212046,0.515760131607379
"il1.miss_rate",0.0283,0.0285,0.029,0.029," miss rate (i.e., misses/ref)",0.0283,0.029,0.000700000000000003,0.000355902608401045,0.508432297715776
"il1.repl_rate",0.0283,0.0285,0.029,0.029," replacement rate (i.e., repls/ref)",0.0283,0.029,0.000700000000000003,0.000355902608401045,0.508432297715776
"avg_total_power_insn_cc3",14.0673,11.5711,11.8271,13.6703," average total power per insn_cc3",11.5711,14.0673,2.4962,1.26743449403378,0.507745570881252
"bpred_bimod.bpred_dir_rate",0.8935,0.8934,0.8934,0.8934," branch direction-prediction rate (i.e., all-hits/updates)",0.8934,0.8935,9.9999999999989e-05,4.99999999999945e-05,0.5
"avg_lsq_power",0.9632,0.9632,0.9632,0.9633," avg power usage of lsq",0.9632,0.9633,0.0001000000000001,5.000000000005e-05,0.5
"avg_icache_power",2.4769,2.4769,2.4769,2.477," avg power usage of icache",2.4769,2.477,9.99999999997669e-05,4.99999999998835e-05,0.5
"avg_dcache_power",6.0849,6.0849,6.0849,6.0851," avg power usage of dcache",6.0849,6.0851,0.000199999999999534,9.99999999997669e-05,0.5
"avg_fetch_power",7.0001,7.0001,7.0001,7.0002," average power of fetch unit per cycle",7.0001,7.0002,0.000100000000000655,5.00000000003276e-05,0.5
"max_dcache_access",3,4,4,4," max number accesses of dcache",3,4,1,0.5,0.5
"max_resultbus_access",7,8,8,8," max number accesses of resultbus",7,8,1,0.5,0.5
"total_power_cycle_cc3",2468068011.1685,1991050572.9352,1987855367.7212,2294847610.3746," total power per cycle_cc3",1987855367.7212,2468068011.1685,480212643.4473,237118502.880448,0.493778133741434
"bpred_bimod.bpred_addr_rate",0.8619,0.8626,0.8636,0.8636," branch address-prediction rate (i.e., addr-hits/updates)",0.8619,0.8636,0.00170000000000003,0.000830160627027499,0.488329780604401
