"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"sim_total_stores",24882304,25993459,18760734,19409494," total number of stores executed",18760734,25993459,7232725,3705196.00897932,0.512282163220545
"total_alu_access",191366115,199224720,156970440,159661311," total number accesses of alu",156970440,199224720,42254280,21617784.0074023,0.511611699629063
"ul2.wb_rate",0.0108,0.0106,0.0138,0.0132," writeback rate (i.e., wrbks/ref)",0.0106,0.0138,0.0032,0.00163707055437449,0.511584548242028
"alu_power_cc2",223136291.713,232329765.3046,183108281.9848,186223958.9593," total power usage of alu_cc2",183108281.9848,232329765.3046,49221483.3198,25178511.1268208,0.511534993027982
"avg_dcache2_power_cc1",0.1999,0.2076,0.2374,0.2355," avg power usage of dcache2_cc1",0.1999,0.2374,0.0375,0.0191549819455236,0.510799518547295
"IFQ_count",363989554,400481373,254524950,251270644," cumulative IFQ occupancy",251270644,400481373,149210729,76156316.5609621,0.510394373590669
"avg_regfile_power_cc2",0.3538,0.3652,0.4613,0.4455," avg power usage of arch. regfile_cc2",0.3538,0.4613,0.1075,0.0547935823492739,0.509707742783944
"total_resultbus_access",200158051,208138708,168146116,170606108," total number accesses of resultbus",168146116,208138708,39992592,20363216.9240472,0.509174722259744
"sim_elapsed_time",194,204,136,145," total simulation time in seconds",136,204,68,34.2186596269735,0.50321558274961
"sim_inst_rate",747644.5464,710995.3039,1066492.9559,1000296.8414," simulation speed (in insts/sec)",710995.3039,1066492.9559,355497.652,178254.626666824,0.50142279608312
"avg_lsq_power_cc1",0.1204,0.1289,0.1773,0.1693," avg power usage of lsq_cc1",0.1204,0.1773,0.0569,0.0284894571142847,0.500693446648237
"avg_dcache_power_cc1",1.371,1.4594,2.007,1.9091," avg power usage of dcache_cc1",1.371,2.007,0.636,0.318007131733446,0.500011213417368
"dtlb.miss_rate",4e-04,3e-04,4e-04,4e-04," miss rate (i.e., misses/ref)",3e-04,4e-04,1e-04,5e-05,0.5
"max_window_access",16,17,17,17," max number accesses of instruction window",16,17,1,0.5,0.5
"issue_stage_power_cc2",698571622.4233,729460042.0614,573925772.9883,589402261.6035," total power usage of issue stage_cc2",573925772.9883,729460042.0614,155534269.0731,77704163.3449526,0.499595129793757
"avg_regfile_access",1.389,1.4367,1.8504,1.7602," avg number accesses of arch. regfile",1.389,1.8504,0.4614,0.230378433235405,0.499303062928923
"RUU_count",1091934360,1157243909,951449588,945644524," cumulative RUU occupancy",945644524,1157243909,211599385,105103649.448079,0.496710562027762
"avg_lsq_access",0.3201,0.3442,0.4751,0.4514," avg number accesses of lsq",0.3201,0.4751,0.155,0.0769382003082127,0.496375485859437
"avg_dcache_access",0.3115,0.334,0.4635,0.439," avg number accesses of dcache",0.3115,0.4635,0.152,0.075422145289033,0.496198324269954
"avg_dcache_power_cc2",0.9476,1.0161,1.4103,1.3357," avg power usage of dcache_cc2",0.9476,1.4103,0.4627,0.229584427099633,0.496184195158057
"avg_dcache_power_cc3",1.4214,1.4813,1.8234,1.7583," avg power usage of dcache_cc3",1.4214,1.8234,0.402,0.199309859264413,0.495795669811972
"sim_slip",1254611332,1263314247,1366088352,1338941488," total number of slip cycles",1254611332,1366088352,111477020,55251991.2110411,0.495635703313931
"avg_sim_slip",8.6499,8.7099,9.4185,9.2313," the average slip between issue and retirement",8.6499,9.4185,0.768599999999999,0.380940467789916,0.495629023926511
"LSQ_count",380164332,400467057,337080957,338767456," cumulative LSQ occupancy",337080957,400467057,63386100,31370848.8648589,0.494916848723283
"avg_clock_power_cc2",3.556,3.6746,4.5422,4.3395," avg power usage of clock_cc2",3.556,4.5422,0.9862,0.486178783130925,0.492981933817608
"avg_total_power_cycle_cc2",9.3396,9.6675,11.956,11.4274," average total power per cycle_cc2",9.3396,11.956,2.6164,1.28859983541569,0.492508727799911
"avg_lsq_power_cc2",0.0797,0.0862,0.1171,0.1114," avg power usage of instruction lsq_cc2",0.0797,0.1171,0.0374,0.0184124957569581,0.492312720774281
"avg_issue_power_cc2",3.6865,3.9097,4.9547,4.7578," average power of issue unit per cycle_cc2",3.6865,4.9547,1.2682,0.622889863860378,0.491160592856314
"avg_total_power_insn_cc1",11.4543,10.6903,13.2527,13.4475," average total power per insn_cc1",10.6903,13.4475,2.7572,1.35390722971209,0.491044258563793
"avg_lsq_power_cc3",0.164,0.1696,0.1957,0.1907," avg power usage of instruction lsq_cc3",0.164,0.1957,0.0317,0.0155471326402438,0.490445824613368
"resultbus_power_cc2",95637353.0186,98209408.9134,76202370.9737,81105614.4817," total power usage of resultbus_cc2",76202370.9737,98209408.9134,22007037.9397,10787325.6001985,0.490176171357369
"avg_resultbus_access",1.0563,1.1156,1.4516,1.3772," avg number accesses of resultbus",1.0563,1.4516,0.3953,0.193567669046254,0.489672828348732
"ul2.writebacks",102482,103066,96739,98358," total number of writebacks",96739,103066,6327,3097.68508997714,0.489597769871525
"avg_clock_power_cc3",5.5417,5.6565,6.3739,6.2," avg power usage of clock_cc3",5.5417,6.3739,0.8322,0.406139445469985,0.488031056801231
"avg_total_power_cycle_cc3",14.8825,15.1975,17.0934,16.6389," average total power per cycle_cc3",14.8825,17.0934,2.2109,1.07822716337205,0.487686988724976
"lsq_occupancy",2.0062,2.1464,2.91,2.7346," avg LSQ occupancy (insn's)",2.0062,2.91,0.9038,0.440350844970992,0.487221558941129
"avg_issue_power_cc3",6.549,6.7605,7.6278,7.4579," average power of issue unit per cycle_cc3",6.549,7.6278,1.0788,0.524569900013334,0.486253151662342
"avg_alu_access",1.0099,1.0678,1.3551,1.2888," avg number accesses of alu",1.0099,1.3551,0.3452,0.167351585989895,0.484796019669453
"avg_alu_power_cc2",1.1775,1.2452,1.5808,1.5033," avg power usage of alu_cc2",1.1775,1.5808,0.4033,0.195497024700292,0.484743428465887
"ul2.misses",495804,505052,424740,445111," total number of misses",424740,505052,80312,38905.1371018875,0.484424956443465
"ul2.replacements",491708,500956,420644,441015," total number of replacements",420644,500956,80312,38905.1371018875,0.484424956443465
"il1.miss_rate",0.0249,0.0239,0.029,0.0304," miss rate (i.e., misses/ref)",0.0239,0.0304,0.0065,0.00313953287395859,0.48300505753209
"il1.repl_rate",0.0249,0.0239,0.029,0.0304," replacement rate (i.e., repls/ref)",0.0239,0.0304,0.0065,0.00313953287395859,0.48300505753209
"resultbus_power_cc1",162386323.1892,157489703.9983,124053814.1896,133571034.5429," total power usage of resultbus_cc1",124053814.1896,162386323.1892,38332508.9996,18493958.3480303,0.482461462364055
"dl1.repl_rate",0.0237,0.0228,0.0251,0.0252," replacement rate (i.e., repls/ref)",0.0228,0.0252,0.0024,0.00115758369027902,0.48232653761626
"dl1.wb_rate",0.0072,0.0069,0.0079,0.0078," writeback rate (i.e., wrbks/ref)",0.0069,0.0079,0.001,0.000479583152331272,0.479583152331272
"mem.ptab_misses",878180,884393,789428,823630," total first level page table misses",789428,884393,94965,45434.4689002744,0.478433832467482
"dcache_power_cc1",259792237.8122,272288283.4947,232484888.2877,236505496.1968," total power usage of dcache_cc1",232484888.2877,272288283.4947,39803395.207,18984639.0879241,0.476960294195843
"dl1.miss_rate",0.0238,0.0228,0.0251,0.0252," miss rate (i.e., misses/ref)",0.0228,0.0252,0.0024,0.00114418821295566,0.476745088731525
"avg_fetch_power_cc1",1.8385,1.797,2.1843,2.0653," average power of fetch unit per cycle_cc1",1.797,2.1843,0.3873,0.184590833557177,0.476609433403503
"avg_rename_access",1.3519,1.4602,1.451,1.3888," avg number accesses of rename unit",1.3519,1.4602,0.1083,0.0516097132330727,0.47654398183816
"avg_rename_power_cc2",0.1413,0.1526,0.1516,0.1451," avg power usage of rename unit_cc2",0.1413,0.1526,0.0113,0.00538299792556775,0.476371497837854
"avg_dispatch_power_cc2",0.1413,0.1526,0.1516,0.1451," average power of dispatch unit per cycle_cc2",0.1413,0.1526,0.0113,0.00538299792556775,0.476371497837854
"avg_alu_power_cc3",2.8734,2.9389,3.21,3.1409," avg power usage of alu_cc3",2.8734,3.21,0.3366,0.160265425674618,0.476130201053531
"sim_exec_BW",1.3527,1.461,1.451,1.3888," total instructions (mis-spec + committed) per cycle",1.3527,1.461,0.1083,0.0515401704175168,0.475901850577255
"ifq_rate",1.3527,1.461,1.451,1.3888," avg IFQ dispatch rate (insn/cycle)",1.3527,1.461,0.1083,0.0515401704175168,0.475901850577255
"ruu_rate",1.3527,1.461,1.451,1.3888," avg RUU dispatch rate (insn/cycle)",1.3527,1.461,0.1083,0.0515401704175168,0.475901850577255
"lsq_rate",1.3527,1.461,1.451,1.3888," avg LSQ dispatch rate (insn/cycle)",1.3527,1.461,0.1083,0.0515401704175168,0.475901850577255
"avg_total_power_insn_nofp_nod2",39.4003,36.4808,36.733,38.3777," average total power per insn",36.4808,39.4003,2.9195,1.38595793707217,0.474724417561968
"avg_total_power_insn",53.0691,49.1367,49.4764,51.6917," average total power per insn",49.1367,53.0691,3.9324,1.86680361826483,0.47472373569953
"ruu_occupancy",5.7624,6.2025,8.2138,7.6335," avg RUU occupancy (insn's)",5.7624,8.2138,2.4514,1.15952224213251,0.473004096488745
"itlb.misses",88086,88081,90242,96012," total number of misses",88081,96012,7931,3745.36846206974,0.472244163670375
"itlb.replacements",88022,88017,90178,95948," total number of replacements",88017,95948,7931,3745.36846206974,0.472244163670375
"dl1.hits",57617990,60892088,52346970,53016645," total number of hits",52346970,60892088,8545118,4032842.81502956,0.471947001203443
"dl1.accesses",59020022,62312335,53693179,54384954," total number of accesses",53693179,62312335,8619156,4065199.96354591,0.471647103677658
"total_dcache_access",59020022,62312335,53693179,54384954," total number accesses of dcache",53693179,62312335,8619156,4065199.96354591,0.471647103677658
"dcache_power_cc2",179565651.0671,189582359.0903,163358980.8544,165463673.8761," total power usage of dcache_cc2",163358980.8544,189582359.0903,26223378.2359,12368180.3935916,0.471647103677109
"dtlb.hits",59317959,62601341,54164802,54853203," total number of hits",54164802,62601341,8436539,3968127.17439931,0.470350125140097
"dtlb.accesses",59338782,62622335,54185762,54874551," total number of accesses",54185762,62622335,8436573,3968028.95053153,0.47033658696861
"IFQ_fcount",74728312,98556451,55814726,54575475," cumulative IFQ full count",54575475,98556451,43980976,20604121.4155091,0.468478039584867
"lsq_power_cc2",15103082.518,16076743.2189,13564233.5389,13798145.6137," total power usage of lsq_cc2",13564233.5389,16076743.2189,2512509.68,1175384.9887878,0.467813118549975
"total_lsq_access",60653390,64220739,55033419,55913411," total number accesses of load/store queue",55033419,64220739,9187320,4291176.86898683,0.46707602097095
"lsq_power_cc1",22823155.8282,24043603.9658,20539348.3247,20973650.9256," total power usage of lsq_cc1",20539348.3247,24043603.9658,3504255.6411,1633477.29222862,0.466141018101027
"avg_window_power_cc2",0.8715,0.9264,1.061,1.0266," avg power usage of instruction window_cc2",0.8715,1.061,0.1895,0.087712043072773,0.462860385608301
"avg_total_power_insn_cc3",11.0018,10.4022,11.7808,11.981," average total power per insn_cc3",10.4022,11.981,1.5788,0.72792062525159,0.461059428205973
"avg_fetch_power_cc2",1.6019,1.5655,1.8463,1.7394," average power of fetch unit per cycle_cc2",1.5655,1.8463,0.2808,0.129254281038063,0.460307268654072
"avg_fetch_power_cc3",2.1181,2.0859,2.3281,2.2331," average power of fetch unit per cycle_cc3",2.0859,2.3281,0.2422,0.11094875694061,0.458087353181711
"bpred_power_cc1",97320842.6735,95697076.4833,91652015.1494,92859696.6811," total power usage of bpred unit_cc1",91652015.1494,97320842.6735,5668827.52410001,2590781.50569302,0.457022460937253
"bpred_power_cc2",52493161.4657,52493161.4661,52493161.4671,52493161.4668," total power usage of bpred unit_cc2",52493161.4657,52493161.4671,0.00140000134706497,0.000639661228515477,0.456900437886358
"avg_window_power_cc3",0.9521,1.0077,1.1215,1.0899," avg power usage of instruction window_cc3",0.9521,1.1215,0.1694,0.077180740257312,0.455612398213176
"dl1.misses",1402032,1420247,1346209,1368309," total number of misses",1346209,1420247,74038,33232.5462599041,0.448857968339287
"dl1.replacements",1401520,1419735,1345697,1367797," total number of replacements",1345697,1419735,74038,33232.5462599041,0.448857968339287
"ifq_occupancy",1.9209,2.1465,2.1973,2.0283," avg IFQ occupancy (insn's)",1.9209,2.1973,0.2764,0.12380763304417,0.44792920782985
"avg_rename_power_cc3",0.1645,0.1766,0.172,0.1668," avg power usage of rename unit_cc3",0.1645,0.1766,0.0121,0.00541748711735124,0.447726208045557
"avg_dispatch_power_cc3",0.1645,0.1766,0.172,0.1668," average power of dispatch unit per cycle_cc3",0.1645,0.1766,0.0121,0.00541748711735124,0.447726208045557
"avg_rename_power_cc1",0.1855,0.1776,0.2138,0.201," avg power usage of rename unit_cc1",0.1776,0.2138,0.0362,0.0161384375534519,0.445813192084307
"avg_dispatch_power_cc1",0.1855,0.1776,0.2138,0.201," average power of dispatch unit per cycle_cc1",0.1776,0.2138,0.0362,0.0161384375534519,0.445813192084307
"avg_window_access",4.2999,4.5861,5.1779,4.9559," avg number accesses of instruction window",4.2999,5.1779,0.878,0.389379176810129,0.443484256047982
"RUU_fcount",19266840,29037034,26045057,21973511," cumulative RUU full count",19266840,29037034,9770194,4321937.78654456,0.442359464565858
"avg_icache_access",1.6267,1.7614,1.5665,1.5052," avg number accesses of icache",1.5052,1.7614,0.2562,0.109511232300618,0.427444310306863
"ifq_full",0.3944,0.5282,0.4818,0.4406," fraction of time (cycle's) IFQ was full",0.3944,0.5282,0.1338,0.057154614861794,0.427164535588894
"dtlb.misses",20823,20994,20960,21348," total number of misses",20823,21348,525,223.728071551158,0.426148707716491
"dtlb.replacements",20695,20866,20832,21220," total number of replacements",20695,21220,525,223.728071551158,0.426148707716491
"dl1.writebacks",425761,427282,422892,424554," total number of writebacks",422892,427282,4390,1859.16152696137,0.423499208875027
"avg_icache_power_cc3",1.4401,1.4034,1.5015,1.4318," avg power usage of icache_cc3",1.4034,1.5015,0.0981000000000001,0.0413057703797747,0.421057802036439
"avg_icache_power_cc1",1.3249,1.2841,1.3931,1.3157," avg power usage of icache_cc1",1.2841,1.3931,0.109,0.0458901223939677,0.421010297192364
"avg_icache_power_cc2",1.3249,1.2841,1.3931,1.3157," avg power usage of icache_cc2",1.2841,1.3931,0.109,0.0458901223939677,0.421010297192364
"ruu_full",0.1017,0.1556,0.2248,0.1774," fraction of time (cycle's) RUU was full",0.1017,0.2248,0.1231,0.0510718040279239,0.41488061761108
"ifq_latency",1.42,1.4692,1.5144,1.4605," avg IFQ occupant latency (cycle's)",1.42,1.5144,0.0944,0.038725734337776,0.410230236628983
"sim_num_insn",145043042,145043042,145043042,145043042," total number of instructions committed",145043042,145043042,0,0,NA
"sim_num_refs",51386980,51386980,51386980,51386980," total number of loads and stores committed",51386980,51386980,0,0,NA
"sim_num_loads",33904322,33904322,33904322,33904322," total number of loads committed",33904322,33904322,0,0,NA
"sim_num_stores",17482658,17482658,17482658,17482658," total number of stores committed",17482658,17482658,0,0,NA
"sim_num_branches",23211008,23211008,23211008,23211008," total number of branches committed",23211008,23211008,0,0,NA
"sim_IPB",6.2489,6.2489,6.2489,6.2489," instruction per branch",6.2489,6.2489,0,0,NA
"bpred_nottaken.updates",23211008,23211008,23211008,23211008," total number of updates",23211008,23211008,0,0,NA
"bpred_nottaken.jr_seen",2178506,2178506,2178506,2178506," total number of JR's seen",2178506,2178506,0,0,NA
"bpred_nottaken.ras_rate.PP",NA,NA,0.9616,0.9454," RAS prediction rate (i.e., RAS hits/used RAS)",NA,NA,NA,NA,NA
"il1.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"il1.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"il1.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"il1.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dl1.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"dl1.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"ul2.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"ul2.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"itlb.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"itlb.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"itlb.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"itlb.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dtlb.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"dtlb.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"dtlb.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"dtlb.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"avg_rename_power",0.418,0.418,0.418,0.418," avg power usage of rename unit",0.418,0.418,0,0,NA
"avg_bpred_power",4.5231,4.5231,4.5231,4.5231," avg power usage of bpred unit",4.5231,4.5231,0,0,NA
"avg_window_power",2.2043,2.2043,2.2043,2.2043," avg power usage of instruction window",2.2043,2.2043,0,0,NA
"avg_lsq_power",0.9632,0.9632,0.9632,0.9632," avg power usage of lsq",0.9632,0.9632,0,0,NA
"avg_regfile_power",3.5725,3.5725,3.5725,3.5725," avg power usage of arch. regfile",3.5725,3.5725,0,0,NA
"avg_icache_power",2.4769,2.4769,2.4769,2.4769," avg power usage of icache",2.4769,2.4769,0,0,NA
"avg_dcache_power",6.0849,6.0849,6.0849,6.0849," avg power usage of dcache",6.0849,6.0849,0,0,NA
"avg_dcache2_power",4.2091,4.2091,4.2091,4.2091," avg power usage of dcache2",4.2091,4.2091,0,0,NA
"avg_alu_power",18.9412,18.9412,18.9412,18.9412," avg power usage of alu",18.9412,18.9412,0,0,NA
"avg_falu_power",14.281,14.281,14.281,14.281," avg power usage of falu",14.281,14.281,0,0,NA
"avg_resultbus_power",2.2975,2.2975,2.2975,2.2975," avg power usage of resultbus",2.2975,2.2975,0,0,NA
"avg_clock_power",26.0975,26.0975,26.0975,26.0975," avg power usage of clock",26.0975,26.0975,0,0,NA
"avg_fetch_power",7.0001,7.0001,7.0001,7.0001," average power of fetch unit per cycle",7.0001,7.0001,0,0,NA
"avg_dispatch_power",0.418,0.418,0.418,0.418," average power of dispatch unit per cycle",0.418,0.418,0,0,NA
"avg_issue_power",34.7002,34.7002,34.7002,34.7002," average power of issue unit per cycle",34.7002,34.7002,0,0,NA
"avg_total_power_cycle",71.7882,71.7882,71.7882,71.7882," average total power per cycle",71.7882,71.7882,0,0,NA
"avg_total_power_cycle_nofp_nod2",53.2981,53.2981,53.2981,53.2981," average total power per cycle",53.2981,53.2981,0,0,NA
"total_bpred_access",23211008,23211008,23211008,23211008," total number accesses of bpred unit",23211008,23211008,0,0,NA
"max_rename_access",4,4,4,4," max number accesses of rename unit",4,4,0,0,NA
"max_bpred_access",4,4,4,4," max number accesses of bpred unit",4,4,0,0,NA
"max_lsq_access",6,6,6,6," max number accesses of load/store queue",6,6,0,0,NA
"max_regfile_access",12,12,12,12," max number accesses of arch. regfile",12,12,0,0,NA
"max_icache_access",4,4,4,4," max number accesses of icache",4,4,0,0,NA
"max_dcache_access",4,4,4,4," max number accesses of dcache",4,4,0,0,NA
"max_dcache2_access",6,6,6,6," max number accesses of dcache2",6,6,0,0,NA
"max_alu_access",4,4,4,4," max number accesses of alu",4,4,0,0,NA
"max_resultbus_access",8,8,8,8," max number accesses of resultbus",8,8,0,0,NA
"sim_invalid_addrs",0,0,0,0," total non-speculative bogus addresses seen (debug var)",0,0,0,0,NA
"ld_text_base",4831838208,4831838208,4831838208,4831838208," program text (code) segment base",4831838208,4831838208,0,0,NA
"ld_text_size",1564672,1564672,1564672,1564672," program text (code) size in bytes",1564672,1564672,0,0,NA
"ld_data_base",5368709120,5368709120,5368709120,5368709120," program initialized data segment base",5368709120,5368709120,0,0,NA
"ld_data_size",277104,277104,277104,277104," program init'ed `.data' and uninit'ed `.bss' size in bytes",277104,277104,0,0,NA
"ld_stack_base",4831424512,4831424512,4831424512,4831424512," program stack segment base (highest address in stack)",4831424512,4831424512,0,0,NA
"ld_stack_size",16384,16384,16384,16384," program initial stack size",16384,16384,0,0,NA
"ld_prog_entry",4831993712,4831993712,4831993712,4831993712," program entry point (initial PC)",4831993712,4831993712,0,0,NA
"ld_environ_base",4831408128,4831408128,4831408128,4831408128," program environment base address address",4831408128,4831408128,0,0,NA
"ld_target_big_endian",0,0,0,0," target executable endian-ness, non-zero if big endian",0,0,0,0,NA
