"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"bpred_bimod.dir_hits",112279,112279,112272,112272," total number of direction-predicted hits (includes addr-hits)",112272,112279,7,4.04145188432738,0.577350269189626
"bpred_bimod.misses",12166,12166,12173,12173," total number of misses",12166,12173,7,4.04145188432738,0.577350269189626
"ul2.miss_rate",0.2328,0.2328,0.2329,0.2329," miss rate (i.e., misses/ref)",0.2328,0.2329,9.9999999999989e-05,5.77350269189562e-05,0.577350269189626
"dtlb.miss_rate",6e-04,6e-04,5e-04,5e-04," miss rate (i.e., misses/ref)",5e-04,6e-04,9.99999999999999e-05,5.77350269189625e-05,0.577350269189626
"dl1.writebacks",9911,9911,9913,9913," total number of writebacks",9911,9913,2,1.15470053837925,0.577350269189626
"mem.ptab_miss_rate",5e-04,5e-04,4e-04,4e-04," first level page table miss rate",4e-04,5e-04,1e-04,5.77350269189626e-05,0.577350269189626
"LSQ_fcount",196,333,23657,23657," cumulative LSQ full count",196,23657,23461,13505.7819809394,0.575669493241523
"lsq_full",2e-04,7e-04,0.0611,0.0611," fraction of time (cycle's) LSQ was full",2e-04,0.0611,0.0609,0.0350168887824147,0.574989963586448
"mem.ptab_misses",2101,2097,1718,1718," total first level page table misses",1718,2101,383,219.976513897886,0.574351211221633
"IFQ_fcount",10698,21233,266249,266249," cumulative IFQ full count",10698,266249,255551,144565.237274561,0.565700143120397
"ifq_full",0.0132,0.0438,0.688,0.688," fraction of time (cycle's) IFQ was full",0.0132,0.688,0.6748,0.380967378305982,0.564563394051544
"ruu_full",0.0057,0.0271,0.4624,0.4624," fraction of time (cycle's) RUU was full",0.0057,0.4624,0.4567,0.257646385575269,0.564147986808121
"RUU_fcount",4649,13121,178957,178957," cumulative RUU full count",4649,178957,174308,98252.0102864737,0.563668966923341
"dl1.misses",11646,11647,11652,11652," total number of misses",11646,11652,6,3.20156211871642,0.533593686452737
"dl1.replacements",11134,11135,11140,11140," total number of replacements",11134,11140,6,3.20156211871642,0.533593686452737
"max_regfile_access",6,7,12,12," max number accesses of arch. regfile",6,12,6,3.20156211871642,0.533593686452737
"ifq_latency",1.0692,1.1354,1.4479,1.4479," avg IFQ occupant latency (cycle's)",1.0692,1.4479,0.3787,0.201354231807198,0.53169852602904
"lsq_latency",1.0611,1.1484,1.5333,1.5333," avg LSQ occupant latency (cycle's)",1.0611,1.5333,0.4722,0.24997716395703,0.529388318418107
"avg_regfile_power_cc1",2.6023,2.6119,2.43,2.3926," avg power usage of arch. regfile_cc1",2.3926,2.6119,0.2193,0.114138950406949,0.520469450100087
"LSQ_count",769246,877296,1246318,1246318," cumulative LSQ occupancy",769246,1246318,477072,248197.61310899,0.520251897216752
"IFQ_count",775056,867402,1176932,1176932," cumulative IFQ occupancy",775056,1176932,401876,208796.963632935,0.519555692882719
"sim_slip",4162797,4813876,6261140,6261140," total number of slip cycles",4162797,6261140,2098343,1057478.79123456,0.503958976790051
"avg_sim_slip",5.8659,6.7834,8.8228,8.8228," the average slip between issue and retirement",5.8659,8.8228,2.9569,1.49015173136832,0.503957432232514
"bpred_bimod.retstack_pops",3447,3500,3616,3616," total number of address popped off of ret-addr stack",3447,3616,169,85.0700691587039,0.503373190288189
"ul2.repl_rate",0.0601,0.0602,0.0604,0.0604," replacement rate (i.e., repls/ref)",0.0601,0.0604,0.000300000000000002,0.000150000000000002,0.500000000000003
"itlb.misses",49,50,50,50," total number of misses",49,50,1,0.5,0.5
"itlb.replacements",8,9,9,9," total number of replacements",8,9,1,0.5,0.5
"max_rename_access",1,2,4,4," max number accesses of rename unit",1,4,3,1.5,0.5
"max_window_access",10,12,16,16," max number accesses of instruction window",10,16,6,3,0.5
"max_icache_access",1,2,4,4," max number accesses of icache",1,4,3,1.5,0.5
"max_dcache_access",3,4,4,4," max number accesses of dcache",3,4,1,0.5,0.5
