"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"dtlb.miss_rate",6e-04,6e-04,5e-04,5e-04," miss rate (i.e., misses/ref)",5e-04,6e-04,9.99999999999999e-05,5.77350269189625e-05,0.577350269189626
"il1.miss_rate",0.0021,0.0021,0.0022,0.0022," miss rate (i.e., misses/ref)",0.0021,0.0022,1e-04,5.77350269189627e-05,0.577350269189626
"dl1.writebacks",9911,9911,9913,9913," total number of writebacks",9911,9913,2,1.15470053837925,0.577350269189626
"itlb.misses",59,59,50,50," total number of misses",50,59,9,5.19615242270663,0.577350269189626
"itlb.replacements",17,17,9,9," total number of replacements",9,17,8,4.61880215351701,0.577350269189626
"max_dcache_access",3,3,4,4," max number accesses of dcache",3,4,1,0.577350269189626,0.577350269189626
"bpred_bimod.dir_hits",112280,112279,112272,112272," total number of direction-predicted hits (includes addr-hits)",112272,112280,8,4.3493294502333,0.543666181279162
"bpred_bimod.misses",12165,12166,12173,12173," total number of misses",12165,12173,8,4.3493294502333,0.543666181279162
"dl1.misses",11646,11647,11652,11652," total number of misses",11646,11652,6,3.20156211871642,0.533593686452737
"dl1.replacements",11134,11135,11140,11140," total number of replacements",11134,11140,6,3.20156211871642,0.533593686452737
"bpred_bimod.retstack_pushes",3815,3830,3764,3764," total number of address pushed onto ret-addr stack",3764,3830,66,34.3256463886698,0.520085551343482
"total_lsq_access",196895,200074,208340,208399," total number accesses of load/store queue",196895,208399,11504,5852.8621488408,0.508767572048053
"clock_power_cc2",2503513.3591,2241255.892,2248730.679,2601090.1948," total power usage of clock_cc2",2241255.892,2601090.1948,359834.3028,181867.226816923,0.505419370531795
"lsq_power_cc2",46688.1894,47504.3534,49555.9162,49650.8461," total power usage of lsq_cc2",46688.1894,49650.8461,2962.6567,1485.84061268922,0.501523046085368
"bpred_bimod.bpred_addr_rate",0.8949,0.895,0.8949,0.8949," branch address-prediction rate (i.e., addr-hits/updates)",0.8949,0.895,9.9999999999989e-05,4.99999999999945e-05,0.5
"ul2.writebacks",954,946,946,946," total number of writebacks",946,954,8,4,0.5
"ul2.miss_rate",0.233,0.2329,0.2329,0.2329," miss rate (i.e., misses/ref)",0.2329,0.233,0.000100000000000017,5.00000000000084e-05,0.5
"ul2.wb_rate",0.0406,0.0403,0.0403,0.0403," writeback rate (i.e., wrbks/ref)",0.0403,0.0406,0.000299999999999995,0.000149999999999997,0.5
"avg_lsq_power",0.9632,0.9632,0.9632,0.9633," avg power usage of lsq",0.9632,0.9633,0.0001000000000001,5.000000000005e-05,0.5
"avg_icache_power",2.4769,2.4769,2.4769,2.477," avg power usage of icache",2.4769,2.477,9.99999999997669e-05,4.99999999998835e-05,0.5
"avg_dcache_power",6.0849,6.0849,6.0849,6.0851," avg power usage of dcache",6.0849,6.0851,0.000199999999999534,9.99999999997669e-05,0.5
"avg_fetch_power",7.0001,7.0001,7.0001,7.0002," average power of fetch unit per cycle",7.0001,7.0002,0.000100000000000655,5.00000000003276e-05,0.5
"max_resultbus_access",6,6,6,7," max number accesses of resultbus",6,7,1,0.5,0.5
"mem.ptab_miss_rate",5e-04,4e-04,4e-04,4e-04," first level page table miss rate",4e-04,5e-04,1e-04,5e-05,0.5
"bpred_power_cc1",556127.4366,537035.3201,500721.3999,501155.62," total power usage of bpred unit_cc1",500721.3999,556127.4366,55406.0367,27481.0247598358,0.495993332073792
"sim_total_refs",232076,228673,222566,222561," total number of loads and stores executed",222561,232076,9515,4718.8253481843,0.495935401806022
"mem.ptab_misses",2115,1729,1718,1718," total first level page table misses",1718,2115,397,196.73501637143,0.495554197409142
"clock_power_cc1",4851997.8081,3728325.716,3463724.4356,5113509.073," total power usage of clock_cc1",3463724.4356,5113509.073,1649784.6374,814906.241484599,0.493947041941706
"dtlb.accesses",196869,199175,204633,205318," total number of accesses",196869,205318,8449,4132.98087542958,0.489168052483084
"dtlb.hits",196758,199064,204522,205207," total number of hits",196758,205207,8449,4132.98087542958,0.489168052483084
"sim_total_loads",134154,131045,125442,125701," total number of loads executed",125442,134154,8712,4252.81338253475,0.488155806076073
"issue_stage_power_cc1",5334716.6558,4170954.0821,3659663.2609,5228496.4171," total power usage of issue stage_cc1",3659663.2609,5334716.6558,1675053.3949,817133.277020617,0.487825211726698
"il1.hits",897018,880030,857489,857480," total number of hits",857480,897018,39538,19215.8499920422,0.48600966139011
"il1.accesses",898936,881925,859371,859362," total number of accesses",859362,898936,39574,19232.4309175933,0.485986529478782
"itlb.accesses",898936,881925,859371,859362," total number of accesses",859362,898936,39574,19232.4309175933,0.485986529478782
"itlb.hits",898877,881866,859321,859312," total number of hits",859312,898877,39565,19227.5854438356,0.485974609979417
"mem.ptab_accesses",4667099,4624963,4564831,4565729," total page table accesses",4564831,4667099,102268,49695.2326720917,0.485931402511946
"total_icache_access",899695,882560,859939,859925," total number accesses of icache",859925,899695,39770,19321.5202192616,0.485831536818244
"rename_power_cc2",88661.9738,87062.5244,84935.916,84971.5475," total power usage of rename unit_cc2",84935.916,88661.9738,3726.05780000001,1801.77941386909,0.483561852923776
"dispatch_stage_power_cc2",88661.9738,87062.5244,84935.916,84971.5475," total power usage of dispatch stage_cc2",84935.916,88661.9738,3726.05780000001,1801.77941386909,0.483561852923776
"sim_total_insn",848510,833203,812851,813192," total number of instructions executed",812851,848510,35659,17243.3319479347,0.483561848283315
"total_rename_access",848510,833203,812851,813192," total number accesses of rename unit",812851,848510,35659,17243.3319479347,0.483561848283315
"ul2.misses",5469,5462,5461,5461," total number of misses",5461,5469,8,3.86221007541882,0.482776259427353
"ul2.replacements",1425,1418,1417,1417," total number of replacements",1417,1425,8,3.86221007541882,0.482776259427353
"sim_total_branches",151499,147665,143266,143212," total number of branches executed",143212,151499,8287,3982.66598314914,0.480592009551001
"alu_power_cc2",835713.9349,854099.54,888071.4777,893045.3777," total power usage of alu_cc2",835713.9349,893045.3777,57331.4428,27480.0649000539,0.479319262833097
"max_dcache2_access",4,5,6,6," max number accesses of dcache2",4,6,2,0.957427107756338,0.478713553878169
"total_regfile_access",1062870,1067152,1125439,1168441," total number accesses of arch. regfile",1062870,1168441,105571,50484.7000090126,0.478206136240186
"total_alu_access",712469,728244,756423,760682," total number accesses of alu",712469,760682,48213,23039.3089378422,0.477865076594324
"total_power_cycle_cc1",12808316.462,10050441.8159,9402708.6579,14020549.2435," total power per cycle_cc1",9402708.6579,14020549.2435,4617840.5856,2201880.03571499,0.476820278850943
"total_resultbus_access",691318,706056,733340,738348," total number accesses of resultbus",691318,738348,47030,22373.995344298,0.475738791075866
"dcache2_power_cc2",49404.2578,49357.9577,49345.3304,49345.3304," total power usage of dcache2_cc2",49345.3304,49404.2578,58.9274000000005,27.9992166737306,0.475147667701788
"ul2.accesses",23475,23453,23447,23447," total number of accesses",23447,23475,28,13.3041346956501,0.475147667701788
"total_dcache2_access",23475,23453,23447,23447," total number accesses of dcache2",23447,23475,28,13.3041346956501,0.475147667701788
"bpred_bimod.addr_hits",111372,111376,111369,111369," total number of address-predicted hits",111369,111376,7,3.3166247903554,0.473803541479343
"dcache_power_cc3",1074087.575,834028.8952,762294.5436,763675.6461," total power usage of dcache_cc3",762294.5436,1074087.575,311793.0314,147562.397559714,0.473270351480069
"ul2.hits",18006,17991,17986,17986," total number of hits",17986,18006,20,9.46484724300046,0.473242362150023
"bpred_bimod.lookups",159288,155591,152085,151931," total number of bpred lookups",151931,159288,7357,3480.75445605307,0.47312144298669
"total_window_access",2644122,2668706,2772969,2825672," total number accesses of instruction window",2644122,2825672,181550,85855.0277594931,0.472900180443366
"il1.misses",1918,1895,1882,1882," total number of misses",1882,1918,36,16.9779268463496,0.471609079065268
"il1.replacements",1447,1424,1412,1412," total number of replacements",1412,1447,35,16.5,0.471428571428571
"ul2.repl_rate",0.0607,0.0605,0.0604,0.0604," replacement rate (i.e., repls/ref)",0.0604,0.0607,0.000299999999999995,0.000141421356237307,0.471404520791032
"avg_fetch_power_cc3",2.3429,2.7317,2.987,2.9902," average power of fetch unit per cycle_cc3",2.3429,2.9902,0.6473,0.305100819402374,0.471343765491077
"rename_power_cc3",104346.2123,94053.6659,89430.4242,89460.873," total power usage of rename unit_cc3",89430.4242,104346.2123,14915.7881,7026.4951533743,0.471077700103174
"dispatch_stage_power_cc3",104346.2123,94053.6659,89430.4242,89460.873," total power usage of dispatch stage_cc3",89430.4242,104346.2123,14915.7881,7026.4951533743,0.471077700103174
"alu_power_cc3",2352968.033,1688861.7636,1484973.3218,1473883.9025," total power usage of alu_cc3",1473883.9025,2352968.033,879084.1305,413838.718273564,0.470761220587821
"avg_fetch_power_cc2",1.8567,2.3089,2.6039,2.6097," average power of fetch unit per cycle_cc2",1.8567,2.6097,0.753,0.354417475114683,0.470673937735302
"lsq_power_cc3",131256.6443,91650.8268,78880.5236,78261.3171," total power usage of lsq_cc3",78261.3171,131256.6443,52995.3272,24938.468502455,0.470578630609059
"avg_total_power_insn_cc1",15.0951,12.0624,11.5676,17.2414," average total power per insn_cc1",11.5676,17.2414,5.6738,2.6693632778561,0.470471866801103
"avg_lsq_access",0.2014,0.3627,0.5384,0.5565," avg number accesses of lsq",0.2014,0.5565,0.3551,0.166942914394911,0.470129299901186
"avg_lsq_power_cc2",0.0478,0.0861,0.1281,0.1326," avg power usage of instruction lsq_cc2",0.0478,0.1326,0.0848,0.0398460788535083,0.469883005347975
"avg_dcache_power_cc1",1.2241,1.9602,2.4248,2.4134," avg power usage of dcache_cc1",1.2241,2.4248,1.2007,0.564160995786368,0.469860078109743
"avg_alu_power_cc3",2.4071,3.0612,3.8372,3.9359," avg power usage of alu_cc3",2.4071,3.9359,1.5288,0.718057567330086,0.469687053460286
"avg_lsq_power_cc3",0.1343,0.1661,0.2038,0.209," avg power usage of instruction lsq_cc3",0.1343,0.209,0.0747,0.0350122835587741,0.468705268524418
"avg_bpred_power_cc3",0.6833,0.8651,1.0502,1.0701," avg power usage of bpred unit_cc3",0.6833,1.0701,0.3868,0.181191452612975,0.468437054325168
"avg_alu_power_cc2",0.8549,1.5481,2.2948,2.3848," avg power usage of alu_cc2",0.8549,2.3848,1.5299,0.716482149114687,0.468319595473356
"avg_alu_access",0.7289,1.32,1.9546,2.0313," avg number accesses of alu",0.7289,2.0313,1.3024,0.609817814323808,0.468226208786708
"avg_resultbus_access",0.7072,1.2798,1.895,1.9717," avg number accesses of resultbus",0.7072,1.9717,1.2645,0.59166286782818,0.467902623826161
"IFQ_fcount",880274,424490,266249,253352," cumulative IFQ full count",253352,880274,626922,293299.009985117,0.467839715283747
"IFQ_count",3596693,1832040,1176932,1128973," cumulative IFQ occupancy",1128973,3596693,2467720,1154146.70030013,0.467697591420471
"avg_dcache2_power_cc3",0.4656,0.5004,0.5346,0.5384," avg power usage of dcache2_cc3",0.4656,0.5384,0.0728,0.0340342474575243,0.467503399141817
"avg_dcache2_access",0.024,0.0425,0.0606,0.0626," avg number accesses of dcache2",0.024,0.0626,0.0386,0.0180448284373483,0.467482602003842
"avg_alu_power_cc1",3.4197,3.8103,3.5169,3.4304," avg power usage of alu_cc1",3.4197,3.8103,0.3906,0.182578866520745,0.467431813929199
"ifq_latency",4.2388,2.1988,1.4479,1.3883," avg IFQ occupant latency (cycle's)",1.3883,4.2388,2.8505,1.33230334008438,0.467392857423042
"avg_dcache2_power_cc1",0.0583,0.1026,0.1458,0.1506," avg power usage of dcache2_cc1",0.0583,0.1506,0.0923,0.0431386427695634,0.46737424452398
"avg_bpred_access",0.1273,0.2256,0.3216,0.3323," avg number accesses of bpred unit",0.1273,0.3323,0.205,0.0958104726356502,0.467368159198293
"avg_bpred_power_cc2",0.2879,0.5101,0.7273,0.7516," avg power usage of bpred unit_cc2",0.2879,0.7516,0.4637,0.216708611965469,0.467346586080372
"bpred_bimod.retstack_pops",3653,3632,3616,3617," total number of address popped off of ret-addr stack",3616,3653,37,17.2916164657906,0.467340985561908
"sim_IPC",0.726,1.2863,1.8338,1.8951," instructions per cycle",0.726,1.8951,1.1691,0.546359399418856,0.467333332836247
"dcache2_power_cc1",57012.1978,56620.7519,56425.029,56414.5062," total power usage of dcache2_cc1",56414.5062,57012.1978,597.691599999998,279.312819359636,0.46731929871465
"bpred_power_cc3",667984.3524,477286.6297,406435.0209,400731.3585," total power usage of bpred unit_cc3",400731.3585,667984.3524,267252.9939,124870.275613802,0.46723620862607
"dcache2_power_cc3",455156.4286,276064.4684,206866.9393,201634.1918," total power usage of dcache2_cc3",201634.1918,455156.4286,253522.2368,118445.019246591,0.467197752519165
"avg_dcache2_power_cc2",0.0505,0.0895,0.1275,0.1318," avg power usage of dcache2_cc2",0.0505,0.1318,0.0813,0.037981870675363,0.467181681123776
"lsq_power",941528.6645,531380.62,372740.0602,360724.6993," total power usage of load/store queue",360724.6993,941528.6645,580803.9652,271340.772854901,0.467181336755276
"sim_CPI",1.3775,0.7774,0.5453,0.5277," cycles per instruction",0.5277,1.3775,0.8498,0.397006207969934,0.467176050800111
"icache_power",2421262.5628,1366513.8942,958549.2055,927590.6301," total power usage of icache",927590.6301,2421262.5628,1493671.9327,697801.799370599,0.467172063753809
"dcache_power",5948123.6639,3357006.2809,2354791.7933,2278721.0232," total power usage of dcache",2278721.0232,5948123.6639,3669402.6407,1714238.38050903,0.467170967147397
"fetch_stage_power",6842713.6006,3861895.5881,2708949.3664,2621388.3873," total power usage of fetch stage",2621388.3873,6842713.6006,4221325.2133,1972069.11969949,0.46716825168697
"bpred_power",4421451.0377,2495381.6939,1750400.1609,1693797.7572," total power usage of bpred unit",1693797.7572,4421451.0377,2727653.2805,1274267.3204105,0.467166164233642
"sim_cycle",977521,551694,386989,374475," total simulation time in cycles",374475,977521,603046,281722.68667536,0.46716616423185
"rename_power",408570.0406,230589.0513,161748.0458,156517.6257," total power usage of rename unit",156517.6257,408570.0406,252052.4149,117750.35985411,0.467166164231463
"dispatch_stage_power",408570.0406,230589.0513,161748.0458,156517.6257," total power usage of dispatch stage",156517.6257,408570.0406,252052.4149,117750.35985411,0.467166164231463
"alu_power",18515396.7197,10449732.8221,7330026.5276,7092996.6586," total power usage of alu",7092996.6586,18515396.7197,11422400.0611,5336158.82285871,0.467166164231235
"dcache2_power",4114479.1879,2322132.7021,1628873.6369,1576201.0165," total power usage of dcache2",1576201.0165,4114479.1879,2538278.1714,1185797.67708391,0.46716616423088
"falu_power",13960021.3363,7878766.8104,5526607.3026,5347894.3061," total power usage of falu",5347894.3061,13960021.3363,8612127.0302,4023294.35056193,0.46716616423022
"avg_fetch_power_cc1",2.1377,2.7722,3.1706,3.1965," average power of fetch unit per cycle_cc1",2.1377,3.1965,1.0588,0.494128353770556,0.466687149386623
"avg_dcache_access",0.2014,0.361,0.5259,0.5478," avg number accesses of dcache",0.2014,0.5478,0.3464,0.161588786223962,0.466480329745849
