"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"bpred_bimod.bpred_dir_rate",0.8785,0.8785,0.8769,0.8769," branch direction-prediction rate (i.e., all-hits/updates)",0.8769,0.8785,0.00159999999999993,0.000923760430703364,0.577350269189626
"itlb.miss_rate",9e-04,9e-04,0.001,0.001," miss rate (i.e., misses/ref)",9e-04,0.001,1e-04,5.77350269189626e-05,0.577350269189626
"bpred_bimod.dir_hits",1663,1663,1660,1660," total number of direction-predicted hits (includes addr-hits)",1660,1663,3,1.73205080756888,0.577350269189626
"bpred_bimod.misses",230,230,233,233," total number of misses",230,233,3,1.73205080756888,0.577350269189626
"bpred_bimod.jr_hits",152,152,156,156," total number of address-predicted hits for JR's",152,156,4,2.3094010767585,0.577350269189626
"bpred_bimod.bpred_jr_rate",0.4903,0.4903,0.5032,0.5032," JR address-prediction rate (i.e., JR addr-hits/JRs seen)",0.4903,0.5032,0.0129,0.00744781847254615,0.577350269189626
"bpred_bimod.ras_hits.PP",118,118,122,122," total number of RAS hits",118,122,4,2.3094010767585,0.577350269189626
"bpred_bimod.ras_rate.PP",0.6051,0.6051,0.6256,0.6256," RAS prediction rate (i.e., RAS hits/used RAS)",0.6051,0.6256,0.0205000000000001,0.0118356805183874,0.577350269189626
"il1.replacements",83,83,84,84," total number of replacements",83,84,1,0.577350269189626,0.577350269189626
"dl1.wb_rate",0.0365,0.0365,0.0367,0.0367," writeback rate (i.e., wrbks/ref)",0.0365,0.0367,0.000200000000000006,0.000115470053837928,0.577350269189626
"max_dcache2_access",3,3,4,4," max number accesses of dcache2",3,4,1,0.577350269189626,0.577350269189626
"avg_fetch_power_cc3",1.7348,1.7386,1.6768,1.6755," average power of fetch unit per cycle_cc3",1.6755,1.7386,0.0630999999999999,0.034996987965633,0.554627384558368
"avg_fetch_power_cc2",1.1703,1.1756,1.1075,1.1061," average power of fetch unit per cycle_cc2",1.1061,1.1756,0.0694999999999999,0.0382572324317028,0.550463775995724
"dcache2_power_cc2",2045.6204,2047.7249,2062.4568,2062.4568," total power usage of dcache2_cc2",2045.6204,2062.4568,16.8363999999999,9.15339374854118,0.543666920989121
"ul2.accesses",972,973,980,980," total number of accesses",972,980,8,4.3493294502333,0.543666181279162
"total_dcache2_access",972,973,980,980," total number accesses of dcache2",972,980,8,4.3493294502333,0.543666181279162
"bpred_bimod.bpred_addr_rate",0.7602,0.7607,0.7633,0.7633," branch address-prediction rate (i.e., addr-hits/updates)",0.7602,0.7633,0.00309999999999999,0.00165806111668618,0.534858424737477
"bpred_bimod.addr_hits",1439,1440,1445,1445," total number of address-predicted hits",1439,1445,6,3.20156211871642,0.533593686452737
"issue_stage_power",604803.8769,493337.9519,487642.1834,587276.3486," total power usage of issue stage",487642.1834,604803.8769,117161.6935,61402.0630331166,0.524079681667597
"ul2.hits",445,447,454,454," total number of hits",445,454,9,4.69041575982343,0.521157306647048
"dl1.misses",553,554,557,557," total number of misses",553,557,4,2.06155281280883,0.515388203202208
"dl1.replacements",98,99,102,102," total number of replacements",98,102,4,2.06155281280883,0.515388203202208
"bpred_bimod.retstack_pushes",226,224,219,219," total number of address pushed onto ret-addr stack",219,226,7,3.55902608401044,0.508432297715777
"ul2.miss_rate",0.5422,0.5406,0.5367,0.5367," miss rate (i.e., misses/ref)",0.5367,0.5422,0.00550000000000006,0.0027910571473906,0.507464935889194
"mem.ptab_misses",477,461,427,427," total first level page table misses",427,477,50,25.1130776024498,0.502261552048996
"dl1.writebacks",81,82,84,84," total number of writebacks",81,84,3,1.5,0.5
"ul2.misses",527,526,526,526," total number of misses",526,527,1,0.5,0.5
"avg_lsq_power",0.9632,0.9632,0.9632,0.9633," avg power usage of lsq",0.9632,0.9633,0.0001000000000001,5.000000000005e-05,0.5
"avg_icache_power",2.4769,2.4769,2.4769,2.477," avg power usage of icache",2.4769,2.477,9.99999999997669e-05,4.99999999998835e-05,0.5
"avg_dcache_power",6.0849,6.0849,6.0849,6.0851," avg power usage of dcache",6.0849,6.0851,0.000199999999999534,9.99999999997669e-05,0.5
"avg_fetch_power",7.0001,7.0001,7.0001,7.0002," average power of fetch unit per cycle",7.0001,7.0002,0.000100000000000655,5.00000000003276e-05,0.5
"max_lsq_access",1,2,4,4," max number accesses of load/store queue",1,4,3,1.5,0.5
"max_regfile_access",9,10,10,10," max number accesses of arch. regfile",9,10,1,0.5,0.5
"max_dcache_access",3,4,4,4," max number accesses of dcache",3,4,1,0.5,0.5
"max_alu_access",1,2,4,4," max number accesses of alu",1,4,3,1.5,0.5
"dtlb.miss_rate",0.0077,0.0076,0.0074,0.0074," miss rate (i.e., misses/ref)",0.0074,0.0077,3e-04,0.00015,0.5
"dl1.repl_rate",0.0442,0.044,0.0446,0.0446," replacement rate (i.e., repls/ref)",0.044,0.0446,0.000600000000000003,0.000300000000000001,0.499999999999999
"total_window_access",34192,34818,36665,36867," total number accesses of instruction window",34192,36867,2675,1332.72415250369,0.498214636449976
"total_regfile_access",11314,11753,12743,12790," total number accesses of arch. regfile",11314,12790,1476,734.337343006151,0.497518525071918
"il1.miss_rate",0.0282,0.0287,0.0296,0.0296," miss rate (i.e., misses/ref)",0.0282,0.0296,0.0014,0.000694622199472491,0.496158713908922
"avg_fetch_power_cc1",1.3574,1.378,1.318,1.3171," average power of fetch unit per cycle_cc1",1.3171,1.378,0.0609,0.0301529849268691,0.495122905203106
"sim_total_branches",2222,2191,2134,2133," total number of branches executed",2133,2222,89,44.007575105505,0.494467136016911
"avg_icache_power_cc3",1.103,1.0549,0.9703,0.9684," avg power usage of icache_cc3",0.9684,1.103,0.1346,0.066259011965669,0.492266062152073
"avg_icache_power_cc1",0.9504,0.8969,0.8029,0.8008," avg power usage of icache_cc1",0.8008,0.9504,0.1496,0.0736400479811541,0.492246310034452
"avg_icache_power_cc2",0.9504,0.8969,0.8029,0.8008," avg power usage of icache_cc2",0.8008,0.9504,0.1496,0.0736400479811541,0.492246310034452
"bpred_bimod.lookups",2356,2305,2240,2239," total number of bpred lookups",2239,2356,117,56.5154846037792,0.48303832994683
"total_resultbus_access",8960,9195,9704,9784," total number accesses of resultbus",8960,9784,824,397.925767784227,0.482919621097363
"total_lsq_access",2219,2255,2308,2311," total number accesses of load/store queue",2219,2311,92,44.3799879825731,0.482391173723621
"alu_power_cc2",11136.5468,11412.6595,11997.5059,12093.0385," total power usage of alu_cc2",11136.5468,12093.0385,956.4917,460.656464555359,0.481610519521872
"total_alu_access",9559,9796,10298,10380," total number accesses of alu",9559,10380,821,395.402221372954,0.481610501063282
"lsq_power_cc2",525.5246,534.9579,548.5671,549.4511," total power usage of lsq_cc2",525.5246,549.4511,23.9265,11.5053103111491,0.480860565111867
"dtlb.accesses",2219,2249,2291,2294," total number of accesses",2219,2294,75,35.9478789360374,0.479305052480498
"dtlb.hits",2202,2232,2274,2277," total number of hits",2202,2277,75,35.9478789360374,0.479305052480498
"il1.misses",338,337,339,339," total number of misses",337,339,2,0.957427107756338,0.478713553878169
"mem.ptab_miss_rate",0.0021,0.002,0.0019,0.0019," first level page table miss rate",0.0019,0.0021,2e-04,9.57427107756337e-05,0.478713553878169
"il1.repl_rate",0.0069,0.0071,0.0073,0.0073," replacement rate (i.e., repls/ref)",0.0069,0.0073,4e-04,0.000191485421551268,0.478713553878169
"avg_issue_power_cc1",3.6741,3.7006,4.0815,6.3821," average power of issue unit per cycle_cc1",3.6741,6.3821,2.708,1.2951263911938,0.478259376364031
"avg_rename_power_cc1",0.1488,0.1351,0.12,0.1196," avg power usage of rename unit_cc1",0.1196,0.1488,0.0292,0.0139588382993237,0.478042407511086
"avg_dispatch_power_cc1",0.1488,0.1351,0.12,0.1196," average power of dispatch unit per cycle_cc1",0.1196,0.1488,0.0292,0.0139588382993237,0.478042407511086
"ruu_full",0.4644,0.3315,0.2042,0.2037," fraction of time (cycle's) RUU was full",0.2037,0.4644,0.2607,0.124455253002836,0.477388772546361
"alu_power_cc3",43549.0319,37707.5207,36561.3541,36618.6738," total power usage of alu_cc3",36561.3541,43549.0319,6987.6778,3335.20774621783,0.477298444730499
"il1.hits",11651,11392,11125,11119," total number of hits",11119,11651,532,253.744458067561,0.476963267044287
"il1.accesses",11989,11729,11464,11458," total number of accesses",11458,11989,531,253.128425902742,0.476701367048479
"itlb.accesses",11989,11729,11464,11458," total number of accesses",11458,11989,531,253.128425902742,0.476701367048479
"itlb.hits",11978,11718,11453,11447," total number of hits",11447,11978,531,253.128425902742,0.476701367048479
"dcache_power_cc3",17254.3602,14975.5628,14375.5911,14374.2434," total power usage of dcache_cc3",14374.2434,17254.3602,2880.1168,1369.21068444914,0.475401096389266
"mem.ptab_accesses",226506,225832,225206,225194," total page table accesses",225194,226506,1312,623.477077899955,0.475211187423746
"dl1.accesses",2219,2249,2286,2289," total number of accesses",2219,2289,70,33.2503132817321,0.475004475453316
"total_dcache_access",2219,2249,2286,2289," total number accesses of dcache",2219,2289,70,33.2503132817321,0.475004475453316
"rename_power_cc2",1249.4033,1222.0266,1194.9633,1194.0229," total power usage of rename unit_cc2",1194.0229,1249.4033,55.3804,26.2959118809211,0.47482343718935
"dispatch_stage_power_cc2",1249.4033,1222.0266,1194.9633,1194.0229," total power usage of dispatch stage_cc2",1194.0229,1249.4033,55.3804,26.2959118809211,0.47482343718935
"sim_total_insn",11957,11695,11436,11427," total number of instructions executed",11427,11957,530,251.65634636676,0.474823295031623
"total_rename_access",11957,11695,11436,11427," total number accesses of rename unit",11427,11957,530,251.65634636676,0.474823295031623
"dcache_power_cc2",6751.2035,6842.4771,6955.0479,6964.4067," total power usage of dcache_cc2",6751.2035,6964.4067,213.2032,101.228130751289,0.474796488754806
"bpred_power_cc1",7922.2559,7390.7885,7239.2638,7239.2638," total power usage of bpred unit_cc1",7239.2638,7922.2559,682.9921,324.208457118739,0.47468844386156
"lsq_power_cc3",2290.0692,1910.7983,1805.0794,1804.176," total power usage of lsq_cc3",1804.176,2290.0692,485.8932,230.5246444351,0.474434802617324
"total_power",1181736.6021,980259.1649,1008839.5432,1288553.9666," total power per cycle",980259.1649,1288553.9666,308294.8017,146059.115164798,0.473764443511205
"sim_total_loads",1601,1552,1516,1516," total number of loads executed",1516,1601,85,40.2523291251575,0.473556813237147
"dl1.hits",1666,1695,1729,1732," total number of hits",1666,1732,66,31.224989991992,0.473105908969576
"total_icache_access",13243,12893,12587,12577," total number accesses of icache",12577,13243,666,314.905276763241,0.472830745890752
"dcache2_power_cc3",9864.4361,8143.337,7606.2564,7592.3664," total power usage of dcache2_cc3",7592.3664,9864.4361,2272.0697,1073.00495091401,0.472258817990491
"lsq_power",18747.3353,14797.3341,13535.5684,13507.1279," total power usage of load/store queue",13507.1279,18747.3353,5240.2074,2474.57556760089,0.472228554847063
"icache_power",48211.194,38053.2559,34808.4622,34733.0952," total power usage of icache",34733.0952,48211.194,13478.0988,6364.1830244397,0.472186998988292
"dcache_power",118436.6157,93482.4151,85511.1878,85325.392," total power usage of dcache",85325.392,118436.6157,33111.2237,15634.5266304422,0.472182084603602
"sim_CPI",2.0873,1.6475,1.507,1.5037," cycles per instruction",1.5037,2.0873,0.5836,0.275558625038908,0.472170365042679
"fetch_stage_power",136249.3261,107542.0467,98371.9575,98156.3735," total power usage of fetch stage",98156.3735,136249.3261,38092.9526,17986.346335971,0.472169918799391
"rename_power",8135.2802,6421.2038,5873.669,5860.7121," total power usage of rename unit",5860.7121,8135.2802,2274.5681,1073.96137231814,0.47216057075545
"dispatch_stage_power",8135.2802,6421.2038,5873.669,5860.7121," total power usage of dispatch stage",5860.7121,8135.2802,2274.5681,1073.96137231814,0.47216057075545
"bpred_power",88038.1322,69488.7908,63563.4952,63423.2783," total power usage of bpred unit",63423.2783,88038.1322,24614.8539,11622.1634022671,0.472160568146499
"alu_power",368671.038,290993.2777,266180.3379,265593.1615," total power usage of alu",265593.1615,368671.038,103077.8765,48669.3087210156,0.472160568044061
"sim_cycle",19464,15363,14053,14022," total simulation time in cycles",14022,19464,5442,2569.49781085721,0.472160567963471
"falu_power",277966.2588,219399.6935,200691.5246,200248.8122," total power usage of falu",200248.8122,277966.2588,77717.4466,36695.1137246391,0.472160567928889
"dcache2_power",81925.8337,64664.3333,59150.4183,59019.9363," total power usage of dcache2",59019.9363,81925.8337,22905.8974,10815.2615166187,0.472160567549679
"bpred_power_cc3",12297.476,10503.1518,9929.1671,9915.1454," total power usage of bpred unit_cc3",9915.1454,12297.476,2382.3306,1124.69966504275,0.47210058295131
"avg_dcache_power_cc1",0.6892,0.792,0.8123,0.808," avg power usage of dcache_cc1",0.6892,0.8123,0.1231,0.0581101468477465,0.472056432556836
"sim_total_refs",2619,2555,2508,2507," total number of loads and stores executed",2507,2619,112,52.8165062583028,0.471575948734846
"avg_alu_power_cc1",2.2886,1.8255,1.4617,1.4504," avg power usage of alu_cc1",1.4504,2.2886,0.8382,0.395177449592796,0.471459615357666
"ifq_latency",3.746,2.3783,1.8814,1.8723," avg IFQ occupant latency (cycle's)",1.8723,3.746,1.8737,0.883228762363787,0.471382164895014
"avg_icache_access",0.6804,0.8392,0.8957,0.8969," avg number accesses of icache",0.6804,0.8969,0.2165,0.102048501540526,0.471355665314206
"sim_exec_BW",0.6143,0.7612,0.8138,0.8149," total instructions (mis-spec + committed) per cycle",0.6143,0.8149,0.2006,0.0945479948668047,0.471325996344989
"ifq_rate",0.6143,0.7612,0.8138,0.8149," avg IFQ dispatch rate (insn/cycle)",0.6143,0.8149,0.2006,0.0945479948668047,0.471325996344989
"ruu_rate",0.6143,0.7612,0.8138,0.8149," avg RUU dispatch rate (insn/cycle)",0.6143,0.8149,0.2006,0.0945479948668047,0.471325996344989
"lsq_rate",0.6143,0.7612,0.8138,0.8149," avg LSQ dispatch rate (insn/cycle)",0.6143,0.8149,0.2006,0.0945479948668047,0.471325996344989
"avg_rename_access",0.6143,0.7612,0.8138,0.8149," avg number accesses of rename unit",0.6143,0.8149,0.2006,0.0945479948668047,0.471325996344989
"IFQ_fcount",10749,6323,4666,4638," cumulative IFQ full count",4638,10749,6111,2879.8487228788,0.471256541135461
"IFQ_count",44791,27814,21516,21395," cumulative IFQ occupancy",21395,44791,23396,11023.4597412367,0.471168564764777
"RUU_fcount",9040,5093,2869,2856," cumulative RUU full count",2856,9040,6184,2913.36603719249,0.471113524772395
"issue_stage_power_cc1",71512.6824,56851.7277,57357.3194,89489.7345," total power usage of issue stage_cc1",56851.7277,89489.7345,32638.0068,15374.4363245887,0.471059290440148
"avg_lsq_power_cc1",0.054,0.0644,0.0665,0.066," avg power usage of lsq_cc1",0.054,0.0665,0.0125,0.00588522160443711,0.470817728354969
"avg_regfile_access",0.5813,0.765,0.9068,0.9121," avg number accesses of arch. regfile",0.5813,0.9121,0.3308,0.155696906413283,0.470667794477881
"rename_power_cc3",1773.2395,1656.6271,1613.7229,1612.4482," total power usage of rename unit_cc3",1612.4482,1773.2395,160.7913,75.6593297331036,0.470543678253137
"dispatch_stage_power_cc3",1773.2395,1656.6271,1613.7229,1612.4482," total power usage of dispatch stage_cc3",1612.4482,1773.2395,160.7913,75.6593297331036,0.470543678253137
"ifq_full",0.5523,0.4116,0.332,0.3308," fraction of time (cycle's) IFQ was full",0.3308,0.5523,0.2215,0.104186159509473,0.470366408620645
"avg_rename_power_cc2",0.0642,0.0795,0.085,0.0852," avg power usage of rename unit_cc2",0.0642,0.0852,0.021,0.00987636066575133,0.470302888845301
"avg_dispatch_power_cc2",0.0642,0.0795,0.085,0.0852," average power of dispatch unit per cycle_cc2",0.0642,0.0852,0.021,0.00987636066575133,0.470302888845301
"ruu_latency",14.9625,9.4673,7.2657,7.2103," avg RUU occupant latency (cycle's)",7.2103,14.9625,7.7522,3.64553058369652,0.470257550591641
"RUU_count",178907,110720,83090,82392," cumulative RUU occupancy",82392,178907,96515,45379.7764896435,0.470183665644133
"avg_sim_slip",22.3316,14.2537,10.9724,10.8875," the average slip between issue and retirement",10.8875,22.3316,11.4441,5.3801855451276,0.470127449526621
"sim_slip",208242,132916,102318,101526," total number of slip cycles",101526,208242,106716,50170.0455750241,0.470126743646915
"ifq_occupancy",2.3012,1.8105,1.5311,1.5258," avg IFQ occupancy (insn's)",1.5258,2.3012,0.7754,0.364489620336894,0.470066572526302
