"metric","C1","C2","C4","desc","min","max","range","sd","index"
"bpred_bimod.bpred_dir_rate",0.961,0.961,0.961," branch direction-prediction rate (i.e., all-hits/updates)",0.961,0.961,0,0,NA
"bpred_bimod.bpred_jr_rate",0.9993,0.9993,0.9993," JR address-prediction rate (i.e., JR addr-hits/JRs seen)",0.9993,0.9993,0,0,NA
"bpred_bimod.bpred_jr_non_ras_rate.PP",0.9934,0.9934,0.9934," non-RAS JR addr-pred rate (ie, non-RAS JR hits/JRs seen)",0.9934,0.9934,0,0,NA
"bpred_bimod.retstack_pushes",341572,341572,341572," total number of address pushed onto ret-addr stack",341572,341572,0,0,NA
"bpred_bimod.used_ras.PP",322932,322932,322932," total number of RAS predictions used",322932,322932,0,0,NA
"bpred_bimod.ras_hits.PP",322734,322734,322734," total number of RAS hits",322734,322734,0,0,NA
"bpred_bimod.ras_rate.PP",0.9994,0.9994,0.9994," RAS prediction rate (i.e., RAS hits/used RAS)",0.9994,0.9994,0,0,NA
"il1.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"il1.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"il1.miss_rate",8e-04,8e-04,8e-04," miss rate (i.e., misses/ref)",8e-04,8e-04,0,0,NA
"il1.repl_rate",8e-04,8e-04,8e-04," replacement rate (i.e., repls/ref)",8e-04,8e-04,0,0,NA
"il1.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"il1.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dl1.misses",42474,42474,42474," total number of misses",42474,42474,0,0,NA
"dl1.replacements",41962,41962,41962," total number of replacements",41962,41962,0,0,NA
"dl1.writebacks",10544,10544,10544," total number of writebacks",10544,10544,0,0,NA
"dl1.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"dl1.miss_rate",0.0047,0.0047,0.0047," miss rate (i.e., misses/ref)",0.0047,0.0047,0,0,NA
"dl1.repl_rate",0.0046,0.0046,0.0046," replacement rate (i.e., repls/ref)",0.0046,0.0046,0,0,NA
"dl1.wb_rate",0.0012,0.0012,0.0012," writeback rate (i.e., wrbks/ref)",0.0012,0.0012,0,0,NA
"dl1.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"ul2.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"ul2.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"itlb.misses",20,20,20," total number of misses",20,20,0,0,NA
"itlb.replacements",0,0,0," total number of replacements",0,0,0,0,NA
"itlb.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"itlb.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"itlb.miss_rate",0,0,0," miss rate (i.e., misses/ref)",0,0,0,0,NA
"itlb.repl_rate",0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"itlb.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"itlb.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dtlb.misses",83,83,83," total number of misses",83,83,0,0,NA
"dtlb.replacements",0,0,0," total number of replacements",0,0,0,0,NA
"dtlb.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"dtlb.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"dtlb.miss_rate",0,0,0," miss rate (i.e., misses/ref)",0,0,0,0,NA
"dtlb.repl_rate",0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"dtlb.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"dtlb.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"avg_rename_power",0.418,0.418,0.418," avg power usage of rename unit",0.418,0.418,0,0,NA
"avg_bpred_power",4.5231,4.5231,4.5231," avg power usage of bpred unit",4.5231,4.5231,0,0,NA
"avg_window_power",2.2043,2.2043,2.2043," avg power usage of instruction window",2.2043,2.2043,0,0,NA
"avg_lsq_power",0.9632,0.9632,0.9632," avg power usage of lsq",0.9632,0.9632,0,0,NA
"avg_regfile_power",3.5725,3.5725,3.5725," avg power usage of arch. regfile",3.5725,3.5725,0,0,NA
"avg_icache_power",2.4769,2.4769,2.4769," avg power usage of icache",2.4769,2.4769,0,0,NA
"avg_dcache_power",6.0849,6.0849,6.0849," avg power usage of dcache",6.0849,6.0849,0,0,NA
"avg_dcache2_power",0.4842,0.4842,0.4842," avg power usage of dcache2",0.4842,0.4842,0,0,NA
"avg_alu_power",18.9412,18.9412,18.9412," avg power usage of alu",18.9412,18.9412,0,0,NA
"avg_falu_power",14.281,14.281,14.281," avg power usage of falu",14.281,14.281,0,0,NA
"avg_resultbus_power",2.2975,2.2975,2.2975," avg power usage of resultbus",2.2975,2.2975,0,0,NA
"avg_clock_power",26.0975,26.0975,26.0975," avg power usage of clock",26.0975,26.0975,0,0,NA
"avg_fetch_power",7.0001,7.0001,7.0001," average power of fetch unit per cycle",7.0001,7.0001,0,0,NA
"avg_dispatch_power",0.418,0.418,0.418," average power of dispatch unit per cycle",0.418,0.418,0,0,NA
"avg_issue_power",30.9754,30.9754,30.9754," average power of issue unit per cycle",30.9754,30.9754,0,0,NA
"avg_total_power_cycle",68.0633,68.0633,68.0633," average total power per cycle",68.0633,68.0633,0,0,NA
"avg_total_power_cycle_nofp_nod2",53.2981,53.2981,53.2981," average total power per cycle",53.2981,53.2981,0,0,NA
"avg_dcache2_power_cc1",0.0026,0.0026,0.0026," avg power usage of dcache2_cc1",0.0026,0.0026,0,0,NA
"bpred_power_cc2",8615323.2324,8615323.2324,8615323.2324," total power usage of bpred unit_cc2",8615323.2324,8615323.2324,0,0,NA
"avg_dcache2_power_cc2",0.0015,0.0015,0.0015," avg power usage of dcache2_cc2",0.0015,0.0015,0,0,NA
"avg_dcache2_power_cc3",0.0497,0.0497,0.0497," avg power usage of dcache2_cc3",0.0497,0.0497,0,0,NA
"total_bpred_access",3809455,3809455,3809455," total number accesses of bpred unit",3809455,3809455,0,0,NA
"avg_dcache2_access",0.0062,0.0062,0.0062," avg number accesses of dcache2",0.0062,0.0062,0,0,NA
"max_rename_access",4,4,4," max number accesses of rename unit",4,4,0,0,NA
"max_bpred_access",3,3,3," max number accesses of bpred unit",3,3,0,0,NA
"max_window_access",16,16,16," max number accesses of instruction window",16,16,0,0,NA
"max_lsq_access",5,5,5," max number accesses of load/store queue",5,5,0,0,NA
"max_regfile_access",11,11,11," max number accesses of arch. regfile",11,11,0,0,NA
"max_icache_access",4,4,4," max number accesses of icache",4,4,0,0,NA
"max_dcache_access",4,4,4," max number accesses of dcache",4,4,0,0,NA
"max_dcache2_access",4,4,4," max number accesses of dcache2",4,4,0,0,NA
"max_alu_access",4,4,4," max number accesses of alu",4,4,0,0,NA
"max_resultbus_access",6,6,6," max number accesses of resultbus",6,6,0,0,NA
"sim_invalid_addrs",0,0,0," total non-speculative bogus addresses seen (debug var)",0,0,0,0,NA
"ld_text_base",4831838208,4831838208,4831838208," program text (code) segment base",4831838208,4831838208,0,0,NA
"ld_text_size",106496,106496,106496," program text (code) size in bytes",106496,106496,0,0,NA
"ld_data_base",5368709120,5368709120,5368709120," program initialized data segment base",5368709120,5368709120,0,0,NA
"ld_data_size",71264,71264,71264," program init'ed `.data' and uninit'ed `.bss' size in bytes",71264,71264,0,0,NA
"ld_stack_base",4831424512,4831424512,4831424512," program stack segment base (highest address in stack)",4831424512,4831424512,0,0,NA
"ld_stack_size",16384,16384,16384," program initial stack size",16384,16384,0,0,NA
"ld_prog_entry",4831861184,4831861184,4831861184," program entry point (initial PC)",4831861184,4831861184,0,0,NA
"ld_environ_base",4831408128,4831408128,4831408128," program environment base address address",4831408128,4831408128,0,0,NA
"ld_target_big_endian",0,0,0," target executable endian-ness, non-zero if big endian",0,0,0,0,NA
"mem.page_count",54,54,54," total number of pages allocated",54,54,0,0,NA
"mem.ptab_misses",456695,456695,456695," total first level page table misses",456695,456695,0,0,NA
"mem.ptab_miss_rate",0.0024,0.0024,0.0024," first level page table miss rate",0.0024,0.0024,0,0,NA
