"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"mem.ptab_misses",456695,456695,456697,456697," total first level page table misses",456695,456697,2,1.15470053837925,0.577350269189626
"bpred_bimod.addr_hits",3660275,3660276,3660275,3660275," total number of address-predicted hits",3660275,3660276,1,0.5,0.5
"bpred_bimod.retstack_pushes",341572,341570,341572,341569," total number of address pushed onto ret-addr stack",341569,341572,3,1.5,0.5
"issue_stage_power",379056068.0409,378166662.1489,385185370.0158,383875209.7928," total power usage of issue stage",378166662.1489,385185370.0158,7018707.86690003,3477904.1689241,0.495519151797979
"avg_dcache2_power_cc2",0.0015,0.0031,0.0057,0.0057," avg power usage of dcache2_cc2",0.0015,0.0057,0.0042,0.00206881608655772,0.492575258704219
"avg_dcache2_power_cc1",0.0026,0.0054,0.0098,0.0098," avg power usage of dcache2_cc1",0.0026,0.0098,0.0072,0.00353836120259083,0.491439055915393
"avg_dcache2_power_cc3",0.0497,0.1018,0.1851,0.1845," avg power usage of dcache2_cc3",0.0497,0.1851,0.1354,0.066456219924599,0.490814031939431
"avg_issue_power",30.9754,31.4835,32.2942,32.2884," average power of issue unit per cycle",30.9754,32.2942,1.3188,0.647205543728832,0.490753369524442
"avg_total_power_cycle",68.0633,68.5715,69.3822,69.3764," average total power per cycle",68.0633,69.3822,1.3189,0.647245973336259,0.490746814266631
"avg_dcache2_power",0.4842,0.9924,1.8031,1.7973," avg power usage of dcache2",0.4842,1.8031,1.3189,0.647245973336258,0.49074681426663
"dcache2_power_cc1",31410.5794,64374.7064,116958.0279,116574.5715," total power usage of dcache2_cc1",31410.5794,116958.0279,85547.4485,41980.0387281289,0.490722277101331
"dcache2_power_cc2",18360.8097,37627.7872,68369.3875,68142.2462," total power usage of dcache2_cc2",18360.8097,68369.3875,50008.5778,24539.9257771994,0.490714330556296
"dcache2_power_cc3",607790.3287,1223189.0861,2207286.3277,2193271.082," total power usage of dcache2_cc3",607790.3287,2207286.3277,1599495.999,783185.545667888,0.489645204587904
"dcache2_power",5925695.1173,11919965.3704,21506086.8569,21367822.4922," total power usage of dcache2",5925695.1173,21506086.8569,15580391.7396,7628422.87583996,0.489616885334862
"mem.ptab_accesses",190728038,190727952,190728090,190727948," total page table accesses",190727948,190728090,142,69.1761037738707,0.487155660379371
"il1.accesses",27701993,27701949,27702012,27701955," total number of accesses",27701949,27702012,63,30.2696217353306,0.480470186275089
"itlb.accesses",27701993,27701949,27702012,27701955," total number of accesses",27701949,27702012,63,30.2696217353306,0.480470186275089
"itlb.hits",27701973,27701929,27701992,27701935," total number of hits",27701929,27701992,63,30.2696217353306,0.480470186275089
"sim_elapsed_time",22,21,22,20," total simulation time in seconds",20,22,2,0.957427107756338,0.478713553878169
"avg_dcache2_access",0.0062,0.0063,0.0064,0.0064," avg number accesses of dcache2",0.0062,0.0064,0.000200000000000001,9.57427107756341e-05,0.478713553878169
"sim_inst_rate",1169504.9091,1225195.619,1169504.9091,1286455.4," simulation speed (in insts/sec)",1169504.9091,1286455.4,116950.4909,55760.2798818312,0.476785342692659
"dtlb.accesses",9130360,9130359,9130358,9130341," total number of accesses",9130341,9130360,19,9.03696114115064,0.475629533744771
"dtlb.hits",9130277,9130276,9130275,9130258," total number of hits",9130258,9130277,19,9.03696114115064,0.475629533744771
"il1.misses",22817,22815,22817,22812," total number of misses",22812,22817,5,2.3629078131263,0.472581562625261
"il1.replacements",22342,22340,22342,22337," total number of replacements",22337,22342,5,2.3629078131263,0.472581562625261
"dl1.misses",42474,42475,42475,42472," total number of misses",42472,42475,3,1.4142135623731,0.471404520791032
"dl1.replacements",41962,41963,41963,41960," total number of replacements",41960,41963,3,1.4142135623731,0.471404520791032
"alu_power_cc2",34105271.5119,34105259.8616,34105325.1785,34105262.1916," total power usage of alu_cc2",34105259.8616,34105325.1785,65.3168999999762,30.7432612316968,0.470678510947519
"total_alu_access",26372439,26372429,26372483,26372431," total number accesses of alu",26372429,26372483,54,25.3705866441174,0.469825678594766
"il1.hits",27679176,27679134,27679195,27679143," total number of hits",27679134,27679195,61,28.4604989415154,0.466565556418285
"avg_resultbus_power_cc3",1.1283,1.1446,1.1306,1.1757," avg power usage of resultbus_cc3",1.1283,1.1757,0.0473999999999999,0.021823076471173,0.460402457197744
"fetch_stage_power_cc1",40661293.0979,40661906.1946,40662287.4281,40662355.3824," total power usage of fetch stage_cc1",40661293.0979,40662355.3824,1062.28449999541,486.891065603481,0.458343377509118
"icache_power_cc1",24910568.3592,24911247.0412,24911678.0291,24911757.2912," total power usage of icache_cc1",24910568.3592,24911757.2912,1188.93200000003,544.512316791916,0.457984406838997
"icache_power_cc2",24910568.3592,24911247.0412,24911678.0291,24911757.2912," total power usage of icache_cc2",24910568.3592,24911757.2912,1188.93200000003,544.512316791916,0.457984406838997
"fetch_stage_power_cc2",33525891.5916,33526570.2736,33527001.2615,33527080.5236," total power usage of fetch stage_cc2",33525891.5916,33527080.5236,1188.93200000003,544.512316791916,0.457984406838997
"bpred_power_cc1",15750724.7387,15750659.1534,15750609.399,15750598.0912," total power usage of bpred unit_cc1",15750598.0912,15750724.7387,126.647500000894,57.7178670761937,0.455736331753775
"issue_stage_power_cc3",120432965.7608,120359457.8941,120752218.3123,121318280.9707," total power usage of issue stage_cc3",120359457.8941,121318280.9707,958823.0766,436380.757915465,0.455121250797256
"rename_power_cc1",4099773.3036,4099889.916,4099957.2084,4099972.6731," total power usage of rename unit_cc1",4099773.3036,4099972.6731,199.369499999564,90.730271717371,0.45508601725725
"dispatch_stage_power_cc1",4099773.3036,4099889.916,4099957.2084,4099972.6731," total power usage of dispatch stage_cc1",4099773.3036,4099972.6731,199.369499999564,90.730271717371,0.45508601725725
"max_cycle_power_cc3",38.294,38.3607,38.3107,38.4828," maximum cycle power usage of cc3",38.294,38.4828,0.188800000000001,0.0853424669591095,0.452025778385113
"sim_total_insn",27151047,27151039,27151097,27151031," total number of instructions executed",27151031,27151097,66,29.7265313594887,0.450401990295284
"total_rename_access",27151047,27151039,27151097,27151031," total number accesses of rename unit",27151031,27151097,66,29.7265313594887,0.450401990295284
"rename_power_cc2",2837050.1438,2837049.3079,2837055.3684,2837048.4719," total power usage of rename unit_cc2",2837048.4719,2837055.3684,6.8965000002645,3.10618592604316,0.450400337261514
"dispatch_stage_power_cc2",2837050.1438,2837049.3079,2837055.3684,2837048.4719," total power usage of dispatch stage_cc2",2837048.4719,2837055.3684,6.8965000002645,3.10618592604316,0.450400337261514
"lsq_power_cc3",3103919.4709,3081931.3336,3073647.8548,3070242.4766," total power usage of lsq_cc3",3070242.4766,3103919.4709,33676.9942999999,15140.5384866622,0.449581050844026
"ul2.accesses",75835,75834,75836,75828," total number of accesses",75828,75836,8,3.5939764421413,0.449247055267663
"total_dcache2_access",75835,75834,75836,75828," total number accesses of dcache2",75828,75836,8,3.5939764421413,0.449247055267663
"avg_rename_power_cc2",0.2318,0.2362,0.2379,0.2386," avg power usage of rename unit_cc2",0.2318,0.2386,0.0068,0.00305436845627155,0.44917183180464
"avg_dispatch_power_cc2",0.2318,0.2362,0.2379,0.2386," average power of dispatch unit per cycle_cc2",0.2318,0.2386,0.0068,0.00305436845627155,0.44917183180464
"avg_rename_power_cc3",0.2401,0.2439,0.2453,0.2459," avg power usage of rename unit_cc3",0.2401,0.2459,0.0058,0.00260512315767732,0.449159165116779
"avg_dispatch_power_cc3",0.2401,0.2439,0.2453,0.2459," average power of dispatch unit per cycle_cc3",0.2401,0.2459,0.0058,0.00260512315767732,0.449159165116779
"avg_resultbus_power_cc1",1.6104,1.6376,1.6181,1.6843," avg power usage of resultbus_cc1",1.6104,1.6843,0.0738999999999999,0.0331711722232824,0.4488656593137
"ul2.hits",28510,56867,66429,71063," total number of hits",28510,71063,42553,19076.9495181139,0.448310331072167
"ul2.miss_rate",0.6241,0.2501,0.124,0.0628," miss rate (i.e., misses/ref)",0.0628,0.6241,0.5613,0.25162168030597,0.448283770365171
"ul2.repl_rate",0.6173,0.2434,0.1173,0.0561," replacement rate (i.e., repls/ref)",0.0561,0.6173,0.5612,0.251574142484212,0.448278942416629
"ul2.misses",47325,18967,9407,4765," total number of misses",4765,47325,42560,19078.6596664091,0.448276777876154
"ul2.replacements",46813,18455,8895,4253," total number of replacements",4253,46813,42560,19078.6596664091,0.448276777876154
"avg_lsq_power_cc3",0.2536,0.2566,0.2577,0.2582," avg power usage of instruction lsq_cc3",0.2536,0.2582,0.00459999999999999,0.00206135068987949,0.448119715191194
"dcache_power_cc3",31563333.7409,31430231.2841,31381218.581,31358910.7061," total power usage of dcache_cc3",31358910.7061,31563333.7409,204423.0348,91586.7001909561,0.448025342547923
"total_resultbus_access",29035113,29035079,29035104,29035047," total number accesses of resultbus",29035047,29035113,66,29.567718883945,0.447995740665834
"alu_power_cc3",50485003.4746,50060302.6506,49902339.9973,49830231.6039," total power usage of alu_cc3",49830231.6039,50485003.4746,654771.870700002,293211.844222957,0.447807637046916
"avg_total_power_insn_nofp_nod2",24.0222,23.579,23.4137,23.3383," average total power per insn",23.3383,24.0222,0.683900000000001,0.306235671773664,0.447778435112828
"avg_bpred_access",0.3113,0.3171,0.3194,0.3204," avg number accesses of bpred unit",0.3113,0.3204,0.0091,0.00407471880420396,0.44777129716527
"lsq_power",11786764.84,11569317.3262,11488215.6449,11451196.7853," total power usage of load/store queue",11451196.7853,11786764.84,335568.0547,150255.699655088,0.447765207535675
"icache_power",30311188.0857,29751993.7197,29543430.2717,29448231.4931," total power usage of icache",29448231.4931,30311188.0857,862956.592600003,386401.937779128,0.447765207534875
"rename_power",5114787.4411,5020427.5529,4985234.023,4969169.9375," total power usage of rename unit",4969169.9375,5114787.4411,145617.5036,65202.4517199277,0.447765207533248
"dispatch_stage_power",5114787.4411,5020427.5529,4985234.023,4969169.9375," total power usage of dispatch stage",4969169.9375,5114787.4411,145617.5036,65202.4517199277,0.447765207533248
"regfile_power",43717570.082,42911048.78,42610239.484,42472935.0912," total power usage of arch. regfile",42472935.0912,43717570.082,1244634.9908,557304.244954127,0.44776520752957
"bpred_power",55351053.6555,54329912.6409,53949056.3523,53775214.5125," total power usage of bpred unit",53775214.5125,55351053.6555,1575839.143,705605.940898261,0.447765207529346
"clock_power",319363750.0705,313471984.6545,311274525.2659,310271495.0037," total power usage of clock",310271495.0037,319363750.0705,9092255.0668,4071195.47688998,0.447765207528744
"sim_cycle",12237344,12011584,11927382,11888948," total simulation time in cycles",11888948,12237344,348396,155999.607242027,0.447765207528292
"falu_power",174762059.7157,171537971.0055,170335478.4578,169786600.7758," total power usage of falu",169786600.7758,174762059.7157,4975458.93990001,2227837.40477196,0.447765207528118
"dcache_power",74463091.2555,73089362.8171,72577001.5397,72343134.2523," total power usage of dcache",72343134.2523,74463091.2555,2119957.00320001,949242.987488385,0.447765207528045
"alu_power",231789679.1493,227513519.3907,225918634.5396,225190649.4042," total power usage of alu",225190649.4042,231789679.1493,6599029.74510002,2954815.92329492,0.447765207527509
"resultbus_power",28115822.67,27597129.3874,27403671.6811,27315367.9177," total power usage of resultbus",27315367.9177,28115822.67,800454.752300002,358415.788278809,0.447765207526032
"window_power",26975015.0088,26477367.8572,26291759.7536,26207038.9411," total power usage of instruction window",26207038.9411,26975015.0088,767976.067699999,343872.963326867,0.447765207523624
"fetch_stage_power",85662241.7412,84081906.3606,83492486.6241,83223446.0056," total power usage of fetch stage",83223446.0056,85662241.7412,2438795.73559999,1092007.87865838,0.447765207523511
"bpred_power_cc3",12575366.5273,12473259.2105,12435178.5571,12417795.2777," total power usage of bpred unit_cc3",12417795.2777,12575366.5273,157571.249600001,70554.8440583103,0.447764704775877
"fetch_stage_power_cc3",38025996.8577,37868580.9184,37810031.8093,37783199.988," total power usage of fetch stage_cc3",37783199.988,38025996.8577,242796.8697,108707.883836639,0.447731817839986
"rename_power_cc3",2938551.5577,2929103.0717,2925583.05,2923968.1985," total power usage of rename unit_cc3",2923968.1985,2938551.5577,14583.3591999998,6528.75476979194,0.447685247291448
"dispatch_stage_power_cc3",2938551.5577,2929103.0717,2925583.05,2923968.1985," total power usage of dispatch stage_cc3",2923968.1985,2938551.5577,14583.3591999998,6528.75476979194,0.447685247291448
"icache_power_cc3",25450630.3305,25395321.7079,25374853.2522,25365404.7103," total power usage of icache_cc3",25365404.7103,25450630.3305,85225.6202000007,38153.0634814619,0.44767129170697
"sim_CPI",0.4756,0.4668,0.4636,0.4621," cycles per instruction",0.4621,0.4756,0.0135,0.00604338481316555,0.447658134308559
"avg_bpred_power_cc2",0.704,0.7173,0.7223,0.7246," avg power usage of bpred unit_cc2",0.704,0.7246,0.0206000000000001,0.00921827894276732,0.447489269066373
"lsq_full",0.1018,0.1003,0.0995,0.0992," fraction of time (cycle's) LSQ was full",0.0992,0.1018,0.00260000000000001,0.00116332855777434,0.447434060682439
"avg_dcache_power_cc1",3.061,3.1183,3.1402,3.1502," avg power usage of dcache_cc1",3.061,3.1502,0.0891999999999999,0.0399059206133626,0.447375791629626
"avg_alu_power_cc1",5.5561,5.6581,5.6968,5.7146," avg power usage of alu_cc1",5.5561,5.7146,0.1585,0.0709045837728422,0.447347531689856
