0,-337561.162131,4354571.31861
0,-357046.92047,4361618.61668
0,-357469.753347,4362015.8653
0,-358344.031394,4362209.32221
0,-359142.680263,4363240.28426
0,-358730.098663,4363207.59821
0,-358751.04843,4363343.67242
0,-358747.247761,4363364.668
0,-360054.985032,4363826.08065
0,-350985.161772,4365199.55377
0,-342537.276141,4379810.15893
0,-384186.123052,4394921.43828
0,-341633.005358,4390367.00561
0,-378335.617433,4401886.16421
0,-341801.736631,4398163.62033
0,-341708.207958,4399386.78035
0,-376497.802395,4403852.61027
0,-341588.33774,4400588.70961
0,-375405.620048,4404978.21879
0,-385876.054216,4408417.53256
0,-333684.376801,4413346.33346
0,-333386.792801,4414012.07324
0,-358908.753339,4417605.92635
0,-363517.5845,4419525.14366
0,-357560.029404,4422413.20982
0,-339147.832556,4428839.16149
0,-339165.386279,4429375.78222
0,-336713.342434,4429684.31275
0,-357003.004692,4432247.26002
0,-361804.293831,4433470.45752
0,-351797.704753,4432487.48278
0,-360439.731645,4433467.34814
0,-364028.792542,4434033.2343
0,-367456.998089,4435020.94576
0,-342696.797632,4433287.91128
0,-351375.998273,4438999.95347
0,-351321.84078,4439071.27446
0,-351119.808896,4441952.16536
0,-349834.252348,4442819.65008
0,-348153.974916,4442910.59516
0,-339098.751048,4441943.76434
0,-364456.234969,4445351.37515
0,-357800.748351,4444681.45561
0,-347187.422738,4444083.65648
0,-349891.713268,4445055.33617
0,-351378.750551,4445506.91711
0,-346955.235791,4445350.64721
0,-352648.594294,4446393.08829
0,-353403.739122,4447459.54015
0,-346286.228425,4447580.02638
0,-344790.718355,4447644.26766
0,-346754.168291,4447888.12497
0,-333184.576561,4448743.84599
1,-333567.122384,4449408.9071
1,-333688.671274,4449811.14603
1,-342156.647331,4451163.57023
1,-341353.97118,4452097.58029
1,-333350.378648,4451883.72765
1,-333175.480327,4451951.52177
1,-334915.100518,4452495.95102
1,-343947.546238,4454077.09527
1,-334903.945264,4453142.96177
1,-334878.922161,4453336.43286
1,-344206.017968,4454537.44668
1,-344341.765098,4454566.62312
1,-341989.711656,4454352.96747
1,-348850.59959,4455196.24667
1,-334915.586076,4453707.78129
1,-342894.8549,4454611.57993
1,-344332.819183,4454846.47261
1,-346902.766016,4455175.57072
1,-343097.898,4454756.38859
1,-341273.826479,4454562.23328
1,-345048.302509,4454989.16331
1,-345594.235367,4455066.72366
1,-350034.977378,4455568.14443
1,-340754.723965,4454552.75556
1,-350545.985309,4455754.54636
1,-334970.814935,4454068.3177
1,-343971.636895,4455064.96648
1,-340084.257888,4454717.56353
1,-345032.451668,4455497.14749
1,-345035.665597,4455508.09911
1,-333899.8622,4454393.41279
1,-345150.678211,4455678.90788
1,-335150.020665,4454576.0273
1,-335187.175112,4454620.00706
1,-335191.219464,4454651.72696
1,-339598.601625,4455170.69133
1,-339386.015918,4455354.96925
1,-342871.354271,4456073.37834
1,-333215.052197,4455068.49579
1,-335706.958017,4455643.01969
1,-339123.428178,4456171.7099
1,-336000.940302,4456224.11777
