PFlock,10.0,50K,48302,23.017,6.253,10,15:06:01.097
PFlock,20.0,50K,114320,16.153,5.874,10,15:06:23.191
PFlock,30.0,50K,177689,15.8,6.891,10,15:06:45.931
PFlock,40.0,50K,243587,16.219,7.835,10,15:07:10.026
PFlock,50.0,50K,306855,17.403,8.799,10,15:07:36.262
PFlock,60.0,50K,369868,18.348,9.569,10,15:08:04.213
PFlock,70.0,50K,436962,20.653,10.458,10,15:08:35.364
PFlock,80.0,50K,508482,22.691,11.871,10,15:09:09.959
PFlock,90.0,50K,586632,22.955,12.36,10,15:09:45.305
PFlock,100.0,50K,673410,24.185,13.546,10,15:10:23.065
PFlock,10.0,100K,77924,15.759,6.084,10,15:10:44.938
PFlock,20.0,100K,222035,19.947,8.695,10,15:11:13.607
PFlock,30.0,100K,389003,22.134,10.062,10,15:11:45.831
PFlock,40.0,100K,580094,25.447,12.469,10,15:12:23.776
PFlock,50.0,100K,786519,28.801,14.97,10,15:13:07.574
PFlock,60.0,100K,1009788,30.231,17.904,10,15:13:55.749
PFlock,70.0,100K,1249565,33.018,20.541,10,15:14:49.336
PFlock,80.0,100K,1508566,36.831,23.412,10,15:15:49.607
PFlock,90.0,100K,1791555,40.554,26.58,10,15:16:56.771
PFlock,100.0,100K,2103761,42.879,30.556,10,15:18:10.233
PFlock,10.0,150K,117196,22.935,7.411,10,15:18:40.613
PFlock,20.0,150K,370676,27.672,11.004,10,15:19:19.313
PFlock,30.0,150K,703966,31.991,15.284,10,15:20:06.614
PFlock,40.0,150K,1106639,33.396,19.645,10,15:20:59.682
PFlock,50.0,150K,1554076,39.732,25.112,10,15:22:04.553
PFlock,60.0,150K,2045849,43.326,28.981,10,15:23:16.890
PFlock,70.0,150K,2582209,49.791,35.73,10,15:24:42.439
PFlock,80.0,150K,3165284,55.914,42.466,10,15:26:20.852
PFlock,90.0,150K,3799948,62.948,52.171,10,15:28:15.997
PFlock,100.0,150K,4498683,70.403,62.233,10,15:30:28.660
