PFlock,10.0,160K,117196,42.504,14.704,4,15:34:59.133
PFlock,20.0,160K,370689,37.48,20.529,4,15:35:57.212
PFlock,30.0,160K,703992,42.708,29.097,4,15:37:09.068
PFlock,40.0,160K,1106670,49.347,37.608,4,15:38:36.062
PFlock,50.0,160K,1554128,55.966,48.404,4,15:40:20.469
PFlock,60.0,160K,2045910,63.613,60.808,4,15:42:24.926
PFlock,70.0,160K,2582295,71.569,74.931,4,15:44:51.472
PFlock,80.0,160K,3165396,79.356,89.525,4,15:47:40.386
PFlock,90.0,160K,3800068,88.844,111.071,4,15:51:00.336
PFlock,100.0,160K,4498819,100.533,131.357,4,15:54:52.257
