PFlock,10.0,160K,117196,59.826,25.088,2,12:01:52.808
PFlock,20.0,160K,370689,62.543,37.681,2,12:03:33.118
PFlock,30.0,160K,703992,72.932,54.716,2,12:05:40.816
PFlock,40.0,160K,1106670,84.535,74.071,2,12:08:19.462
PFlock,50.0,160K,1554128,96.836,93.087,2,12:11:29.424
PFlock,60.0,160K,2045910,108.539,116.541,2,12:15:14.540
PFlock,70.0,160K,2582295,122.842,142.985,2,12:19:40.401
PFlock,80.0,160K,3165396,135.561,171.949,2,12:24:47.947
PFlock,90.0,160K,3800068,152.589,204.981,2,12:30:45.550
PFlock,100.0,160K,4498819,171.437,242.661,2,12:37:39.687
