PFlock,10.0,160K,117196,51.045,17.937,3,14:20:32.156
PFlock,20.0,160K,370689,46.532,26.292,3,14:21:45.070
PFlock,30.0,160K,703992,53.593,37.357,3,14:23:16.067
PFlock,40.0,160K,1106670,62.28,50.082,3,14:25:08.471
PFlock,50.0,160K,1554128,70.315,65.024,3,14:27:23.849
PFlock,60.0,160K,2045910,80.887,80.486,3,14:30:05.266
PFlock,70.0,160K,2582295,91.271,99.146,3,14:33:15.717
PFlock,80.0,160K,3165396,102.061,118.529,3,14:36:56.346
PFlock,90.0,160K,3800068,114.048,144.421,3,14:41:14.849
PFlock,100.0,160K,4498819,129.464,175.333,3,14:46:19.676
