0,6137611.601999928,-5749242.519873822
1,6199574.506995042,-5842395.485457325
2,6204726.909654412,-5834662.015866592
3,6195045.764423779,-5840896.501776085
4,6204308.633925718,-5836623.701581685
5,6209338.729113712,-5831319.9963542465
6,6235729.905515951,-5827988.893641271
7,6204279.375002656,-5836635.515710456
8,6198627.238354659,-5843308.567750339
9,6199537.685389676,-5839915.4309498975
10,6202793.3266105,-5843600.62969019
11,6202652.60436658,-5841314.208601798
12,6197697.918799203,-5850887.326839596
13,6202337.590741235,-5837336.81391716
14,6204892.214539452,-5836316.80499219
15,6202403.163397402,-5837956.309405435
16,6200216.683561729,-5846090.746144539
17,6201904.187811077,-5840857.281779077
18,6198311.296114975,-5840843.546180302
19,6201739.659638001,-5841652.857248854
20,6203420.76621029,-5851551.423049685
21,6198124.258409085,-5840050.719495607
22,6209681.642105184,-5844654.536157558
23,6204779.283655486,-5855575.719195818
24,6051296.861004153,-5782948.831390203
25,6197828.3701483095,-5843486.143085979
26,6205264.465763378,-5839358.674891437
27,6196869.016846723,-5850296.64960192
28,6209249.683194069,-5851665.349871738
29,6203506.108825791,-5846193.5797153935
30,6201614.830526932,-5844455.891983791
31,6204762.328003318,-5835317.756340237
32,6192348.674684855,-5841594.778930785
33,6212407.496547627,-5838506.433453388
34,6201447.826442109,-5841012.885823127
35,6198778.418704774,-5851475.722773044
36,6208661.815232722,-5849789.065200346
37,6197965.253983242,-5838462.285608813
38,6199836.848786219,-5846691.683655688
39,6198165.198541134,-5840005.790814877
40,6197606.596227283,-5843119.62277916
41,6198491.656822234,-5845790.98239243
42,6202803.549405391,-5841077.184683586
43,6199356.204156614,-5845840.349319517
44,6199830.126196044,-5838811.924499107
45,6195422.778427266,-5815443.93014265
46,6198828.992674542,-5843447.099776028
47,6204216.243163051,-5839344.263720788
48,6197737.536098768,-5841883.306494396
49,6207465.9533167975,-5836941.798529219
50,6202177.265121095,-5841163.922890777
51,6191783.281539999,-5846981.55633604
52,6199813.972601273,-5837547.117282256
53,6199157.489584134,-5841798.342328787
54,6196852.770337773,-5850382.456418252
55,6204896.564948679,-5854271.616262316
56,6281323.87192026,-5882374.275315184
57,6202459.952061634,-5839266.68466438
58,6200183.174108932,-5844420.783314561
