1,1 2
2,15 16
3,11 15
4,11 15 16
5,1 2
6,5 11
7,3 5
8,3 5 11
9,3 5 7 11
10,3 5 7 11
11,11 15 16
12,11 15 16
13,11 16
14,5 7 11
15,3 5 7 11
16,7 11
17,5 7 11
18,3 5 7 10
19,5 7 10
20,3 5 6 7 10
21,3 5 6 7 10
22,5 7 10 12
23,3 5 7
24,5 6 7 10 12
25,7 10 12
26,7 12
27,3 5 6 7
28,5 6 7 10 12
29,7 10 12
30,3 6 7
31,3 5 6 7 10
32,3 6
33,3 6 7
34,3 6 7 10
35,3 5 6 7 10
36,6 7 10
37,5 6 7 10 12
38,6 7 10 12
39,12 17
40,6 7 10 12
41,12 14 17
42,10 12 14
43,12 14 17
44,6 10 12 14
45,6 10 12
46,6 10 12 14
47,6 10 12 14
48,12 14 17
49,6 12 14
50,6 12
51,12 14
52,14 17
53,4 9
54,9 13
55,4 8 9
56,8 9 13
57,4 8 9 13
58,13 18
59,4 8 9
60,8 9 13
61,4 8 9 13
62,4 8 9
63,8 9 13
64,13 18
65,4 8
66,8 13
