id,lat,lon,tags
136469846,30.2676484,120.1441723,"amenity=restaurant,name:en=Liu Family Spicy Restaurant"
136615218,30.2839196,120.1671125,"amenity=hospital,name:en=Hangzhou Number 6 Hospital"
150097307,30.2675565,120.19601,"amenity=restaurant,name:en=900 Bowls"
150133186,30.2786468,120.2017096,"amenity=bus_station,name:en=Hangzhou East Bus Station"
156666086,30.2614754,120.1526208,"amenity=pub,name:en=Casablanca"
156667379,30.2531424,120.1584587,"amenity=ice_cream"
156667905,30.2553341,120.1243743,"amenity=pub"
158177665,30.2843766,120.1596746,"amenity=restaurant"
173736450,30.2809636,120.167934,"shop=supermarket,name:en=Vanguard"
173898476,30.279256,120.1614984,"shop=convenience,name:en=C-Store"
174057880,30.2806899,120.1720751,"amenity=bank,name:en=Bank of China"
183485009,30.2618895,120.2040299,"amenity=place_of_worship"
183485050,30.2623304,120.2026898,"shop=supermarket,name:en=Hymall"
183485105,30.2618552,120.2027264,"amenity=fast_food,name:en=KFC"
183485300,30.2568358,120.2045845,"shop=doityourself,name:en=B&Q"
183485339,30.2590644,120.2037755,"amenity=fuel,name:en=Sinopec"
186574815,30.2586535,120.1264815,"amenity=pub"
186681752,30.2812789,120.1737652,"shop=convenience,name:en=Daily"
186681881,30.2803263,120.1669244,"shop=supermarket,name:en=Century Mart"
186681941,30.274554,120.1562629,"amenity=pub"
188351595,30.2730457,120.1658024,"amenity=restaurant,name:en=Grandma's Kitchen"
188351647,30.2942584,120.1498143,"amenity=restaurant,name:en=Grandma's Kitchen"
188351869,30.2629686,120.1497859,"amenity=pub"
188351985,30.2804091,120.1205278,"amenity=pub"
189302407,30.2674641,120.1252439,"amenity=restaurant,name:en=Grandma's Kitchen"
206180092,30.2697047,120.164455,"amenity=cafe,name:en=L96 Cafe"
206180096,30.2692043,120.1641937,"amenity=fast_food,name:en=Subway"
206180107,30.2969904,120.1485575,"shop=supermarket,name:en=Lianhua"
221543071,28.74895,98.4589599,"shop=convenience"
221547424,28.74176,98.46105,"amenity=drinking_water"
221615314,29.6763935,97.8354966,"amenity=bus_station,name:en=Busstop"
221618622,29.664627,97.8513521,"amenity=police,name:en=checkpoint"
232228496,22.27898,114.18976,"amenity=toilets,name:en=Moreton Terrace Public Toilet"
232985477,30.2619985,120.1520383,"amenity=cafe,name:en=Starbucks"
236863989,30.2941659,120.170008,"amenity=cafe,name:en=C. Straits Cafe"
236864055,30.279104,120.1216579,"amenity=cafe,name:en=C. Straits Cafe"
243682016,30.2614563,120.1674624,"amenity=cafe,name:en=C. Straits Cafe"
243845858,22.2838661,114.1517336,"amenity=school,name:en=SKY Kei Yan Primary School"
243845865,22.2825973,114.1536087,"amenity=bank,name:en=HSBC"
243845868,22.2840184,114.1502044,"amenity=place_of_worship,name:en=Man Mo Temple"
244082285,29.3090226,120.0701948,"amenity=townhall,name:en=Yiwu"
244134891,47.4937728,85.6081653,"amenity=customs"
245090969,22.2941136,114.1690175,"amenity=bus_station,name:en=Star Ferry"
249976232,22.3821798,114.2738415,"amenity=bus_station,name:en=Sai Kung Bus Terminus"
250541406,26.554899,100.176258,"amenity=bus_station,name:en=Microbus Station"
251084333,22.2727969,114.1512756,"amenity=toilets,name:en=Old Peak Road Public Toilet"
252189604,22.257515,114.19329,"amenity=fuel"
252491094,40.5918526,75.4224784,"amenity=police"
253288222,22.2853941,114.1408837,"amenity=place_of_worship,name:en=Kau Yan Church"
253288511,22.284493,114.150524,"amenity=toilets,name:en=Ladder Street Public Toilet"
253311811,22.2620663,114.1301348,"amenity=bus_station,name:en=Cyberport"
253338374,22.3173906,113.9347078,"amenity=parking"
253338398,22.318137,113.9344932,"amenity=parking"
253707820,31.1740731,121.642504,"amenity=fuel,name:en=Sinopec"
253707829,30.9179005,121.7990979,"amenity=fuel,name:en=Sinopec"
253711836,30.2850683,120.1131619,"shop=supermarket,name:en=Century Mart"
253711839,30.2587322,120.1264818,"amenity=pub"
253711840,30.270166,120.1233767,"amenity=pub,name:en=Jazz Coffee Bar"
253712009,30.2786592,120.1211956,"shop=computer,name:en=PC Mall"
254280570,30.2846349,120.1204648,"amenity=fuel,name:en=CNPC"
256089158,22.2665587,114.1394106,"amenity=shelter,name:en=Pavilion"
256089159,22.2766348,114.1328502,"amenity=shelter"
256089161,22.2616415,114.1405881,"amenity=telephone"
256089162,22.2819537,114.132658,"amenity=fuel"
256089165,22.2765158,114.1327502,"amenity=toilets"
256089166,22.280539,114.13832,"amenity=toilets,name:en=Kotewall Road Public Toilet"
256089180,22.2615849,114.1407177,"amenity=toilets"
256089181,22.2654374,114.1364862,"amenity=toilets"
256361587,22.2542482,114.1594985,"amenity=toilets"
256361671,22.2474544,114.1554386,"amenity=bus_station,name:en=Aberdeen"
257006964,22.2401257,114.2212633,"amenity=toilets"
257346557,22.2778806,114.1345659,"amenity=shelter,name:en=Pavilion 9"
257346687,22.2763809,114.1341289,"amenity=toilets"
259968975,22.2409962,114.204231,"amenity=telephone"
259968978,22.2385873,114.1993674,"amenity=fuel,name:en=Ps2"
264137069,26.9082005,98.8669208,"amenity=bus_station,name:en=Fugong Busterminal"
264495983,25.85424,98.85317,"shop=books,name:en=Xinhua Bookstore"
264495985,26.01282,98.62484,"amenity=bus_station"
264495994,25.84293,98.88166,"amenity=police,name:en=Control Point"
264495999,25.85453,98.85331,"shop=market,name:en=Market"
264496000,25.85688,98.85208,"amenity=post_office,name:en=Post Office"
264496002,25.85773,98.85191,"amenity=music_venue,name:en=Nujiang Music Hall"
264505444,28.0270586,98.6254188,"amenity=place_of_worship"
264505452,28.1525661,98.4833863,"amenity=police"
264506059,28.359838,98.4658376,"amenity=place_of_worship,name:en=Stupa"
264562850,27.76349,98.67781,"amenity=place_of_worship"
264562853,28.01744,98.62215,"shop=market,name:en=market"
264562862,27.744111,98.6649101,"amenity=bus_station,name:en=Gongshan Busterminal"
264562864,27.74461,98.6653,"amenity=bus_station,name:en=Bus to Bingzhongluo"
264562865,27.73471,98.66878,"amenity=place_of_worship"
264562866,27.83755,98.68437,"amenity=place_of_worship"
264562876,28.0221922,98.6095687,"amenity=place_of_worship,name:en=Puhua Temple"
264688485,28.8281391,98.46506,"amenity=place_of_worship,name:en=Bitu Temple"
264712004,29.2032619,98.1079975,"amenity=place_of_worship,name:en=Zhayu Temple"
265330633,27.9061106,99.9377789,"amenity=ferry_terminal"
265330761,27.6819399,100.7734451,"amenity=ferry_terminal,name:en=Luoshui Jetty"
265568659,27.7687551,100.6604092,"amenity=place_of_worship,name:en=Zhamei Temple"
265568827,27.7057946,100.7754138,"amenity=place_of_worship"
265576017,27.6816259,100.7712371,"amenity=bus_station,name:en=Luoshui Busterminal"
265576071,27.2819371,100.8497784,"amenity=bus_station"
265576073,27.2892341,100.8508959,"amenity=bus_station,name:en=Ninglang Busterminal"
265604532,27.6870284,100.7851082,"amenity=place_of_worship"
265719114,31.2643385,121.4906432,"shop=convenience,name:en=All-Days"
265719846,31.2653228,121.4879612,"amenity=post_office"
265740753,31.2630101,121.4956068,"shop=supermarket,name:en=E-Mart"
266499577,31.2100674,121.3718641,"amenity=hospital,name:en=Shanghai United Family Hospital"
266581429,31.2968908,120.5600566,"amenity=pub"
267195089,31.2348143,121.4715203,"amenity=cinema,name:en=Peace Cinema"
267197720,31.2703282,121.5035113,"amenity=pub,name:en=Wunder Bar"
267241687,31.2964757,120.5634715,"amenity=cafe"
267241709,31.2964048,120.5632899,"amenity=fast_food"
267601063,23.1164497,113.2411432,"amenity=bank"
267671918,31.2104867,121.4450648,"amenity=pub,name:en=Sashas"
267671919,31.2102471,121.4449161,"amenity=pub,name:en=Zapatas"
267771749,30.2814054,120.1221328,"shop=supermarket,name:en=Lianhua"
269492188,39.9808692,116.267504,"amenity=toilets"
269693162,39.8816776,116.4131252,"amenity=parking"
269769920,30.2773429,120.1538813,"shop=convenience,name:en=C-Store"
269769926,30.2801806,120.1402893,"amenity=fuel,name:en=Sinopec"
269879490,30.2831843,120.1605896,"amenity=cafe,name:en=C. Straits Cafe"
269879500,30.2811738,120.1698207,"shop=convenience,name:en=C-Store"
269967679,30.2895456,120.0985369,"shop=convenience,name:en=C-Store"
270145618,30.2647021,120.1567267,"shop=convenience,name:en=Kedi"
270145625,30.2792419,120.1720421,"shop=convenience,name:en=Daily"
270145633,30.2832711,120.159151,"shop=convenience,name:en=Kedi"
270413614,30.2856932,120.1438635,"amenity=restaurant,name:en=Chuan Wei Guan"
270622871,30.2934812,120.1682769,"shop=convenience,name:en=Kedi"
270623275,30.2570111,120.1621058,"amenity=hospital,name:en=The First People's Hospital of Hangzhou"
270624861,30.2814702,120.178627,"shop=supermarket,name:en=Lianhua"
270719428,30.2878662,120.1486465,"shop=convenience,name:en=C-Store"
271138350,30.2892365,120.1560364,"shop=convenience,name:en=Kedi"
271426008,30.2742352,120.1649414,"shop=convenience,name:en=Kedi"
271426013,30.2895759,120.1472543,"shop=convenience,name:en=Kedi"
271426027,30.2769455,120.150567,"shop=convenience,name:en=C-Store"
271613334,30.2842503,120.1652594,"shop=convenience,name:en=Kedi"
271613335,30.2796568,120.1303821,"shop=convenience,name:en=Kedi"
271613336,30.279323,120.1254335,"shop=convenience,name:en=Kedi"
271822412,39.9395405,116.1533927,"amenity=place_of_worship,name:en=Fahai Temple"
272576435,39.9314345,116.4493255,"amenity=cafe"
273092476,39.9357763,116.3971202,"amenity=restaurant,name:en=남라고향 후통 인근"
273110892,39.9252941,116.4492086,"amenity=pub"
273111613,39.9315469,116.4520067,"amenity=restaurant"
273112525,22.2620559,114.1332178,"amenity=fuel"
273218729,37.2034,112.179,"amenity=restaurant"
274666965,30.2543236,120.1277631,"amenity=pub"
274667006,30.254438,120.1285763,"amenity=fast_food,name:en=KFC"
274748336,39.9217876,116.4736839,"amenity=fast_food,name:en=McDonald's"
274942287,39.9966395,116.2735788,"amenity=toilets"
275438446,39.1361428,117.2157102,"amenity=restaurant"
275438451,39.1361726,117.2158294,"amenity=restaurant"
275438454,39.1363713,117.2164305,"amenity=restaurant"
275438458,39.1364657,117.2166938,"shop=supermarket"
275627512,30.2583864,120.1555399,"shop=convenience,name:en=C-Store"
275627516,30.2580508,120.1568345,"amenity=pub"
276320137,39.9754108,116.3375568,"amenity=fast_food"
276320141,39.9754334,116.3373829,"shop=convenience,name:en=7-Eleven"
276320142,39.9754628,116.33751,"amenity=massage"
276581657,39.9404186,116.3256167,"amenity=toilets"
276916986,39.9344263,116.1587881,"amenity=place_of_worship,name:en=Cheng'en Temple"
277045518,22.6009762,114.0431003,"amenity=fuel"
277048405,23.3043718,114.472277,"amenity=fuel"
277083370,48.4347908,135.0511054,"amenity=ferry_terminal"
277083928,48.4587374,134.9482985,"amenity=ferry_terminal"
277083937,48.4586161,134.9619951,"amenity=ferry_terminal"
277083963,48.4783784,134.9750014,"amenity=ferry_terminal"
277087240,48.4367932,135.0663271,"amenity=ferry_terminal"
277139450,39.9638815,116.136977,"amenity=toilets"
277487997,22.5153137,114.0558506,"amenity=fuel,name:en=Sinopec"
277501742,22.6144621,113.8584642,"amenity=school"
277732472,22.551146,114.0860438,"amenity=fuel"
277751266,22.5442434,114.0495386,"amenity=studio,name:en=Shenzhen TV Tower"
277752144,22.5476264,114.0883482,"shop=supermarket"
277752288,22.5840064,113.8792427,"amenity=townhall"
277752326,22.6142154,113.8550424,"amenity=fuel"
277752513,22.5507971,114.0872105,"amenity=fire_station"
277932692,22.5134077,114.0524377,"amenity=fuel,name:en=Shell"
277932880,22.5356772,114.0688264,"amenity=fuel"
277953439,22.6079181,113.8639284,"amenity=fuel"
277954661,22.5930431,113.8898896,"amenity=fuel"
278216483,22.5596586,114.08094,"amenity=hospital"
278394216,22.5388712,114.0130556,"amenity=fuel"
278394660,22.5426254,114.0822015,"amenity=fuel"
278953244,22.3050682,114.1623746,"shop=supermarket"
278953259,22.3031638,114.1626641,"amenity=cinema,name:en=The Grand"
279077672,22.3047556,114.1631848,"amenity=bus_station,name:en=Kowloon Railway Station"
280038335,40.0443748,116.3019817,"amenity=parking"
280038336,40.0441534,116.3015218,"amenity=parking"
280160653,23.1562166,113.398343,"amenity=fuel,name:en=PetroChina"
280435189,22.3777251,114.2150162,"amenity=grave_yard"
280447308,40.010667,116.1358346,"amenity=bus_station"
281141959,39.994366,116.1890269,"amenity=parking"
281194617,41.6204,116.03015,"amenity=cafe"
281194814,41.5973674,116.0489666,"amenity=cafe"
281649913,22.2666677,114.1424682,"amenity=shelter"
281862709,22.28677,114.15031,"amenity=post_office,name:en=Sheung Wan Post Office"
281923955,40.0313169,116.31345,"amenity=fast_food,name:en=San Yuan Mei Yuan Milk Shop"
281924311,40.029415,116.3099621,"amenity=parking"
281924314,40.0293762,116.3097233,"amenity=parking"
281925692,40.028882,116.3071297,"amenity=bank"
281925699,40.0287913,116.3071623,"amenity=fast_food"
283334059,39.9702333,116.1638667,"amenity=cafe"
283642095,39.9340333,116.1588165,"amenity=school,name:en=No. 9 Middle School"
285042905,39.9749916,116.1664196,"amenity=parking"
285042998,39.9748001,116.1662333,"amenity=toilets"
285745913,22.2840438,114.1481588,"amenity=drinking_water"
285752306,22.2839017,114.1487762,"amenity=school"
285752371,22.2841426,114.1478263,"amenity=school"
286242547,40.0067002,116.1998217,"amenity=toilets"
286251975,39.9933915,116.2040441,"amenity=parking,name:en=Beijing Botanic Garden Parking"
286279166,40.0502696,116.3092024,"shop=convenience,name:en=Dong Shang Shop"
286279253,40.0486722,116.3186344,"shop=supermarket,name:en=AnNingZhuang Mei Lian Mei Supermarket"
286279448,40.0291835,116.3050666,"amenity=post_office,name:en=Shang Di Post Office"
286279459,40.0289489,116.3054429,"amenity=parking"
286633590,22.28122,114.14035,"amenity=post_box"
287295861,41.314991,115.7163829,"amenity=police"
287637922,41.3692168,116.4860162,"amenity=place_of_worship"
287637960,41.1571995,116.6181834,"amenity=police"
288135362,28.1950986,86.8281257,"amenity=place_of_worship,name:en=Rongbuk Monastery"
288368697,39.9910294,116.4632394,"shop=supermarket,name:en=Hua Lian Supermarket"
288469184,40.0441719,116.2845804,"amenity=parking"
288737728,22.2797697,114.1342944,"amenity=shelter"
288737731,22.2784181,114.1357103,"amenity=shelter"
288737732,22.2779794,114.1356766,"amenity=bench"
288737734,22.2764386,114.1363589,"amenity=shelter"
288737735,22.2762455,114.1366794,"amenity=shelter"
288737736,22.2758909,114.1372679,"amenity=shelter"
288737741,22.273253,114.138854,"amenity=toilets,name:en=Hatton Road Public Toilet"
288737746,22.2795074,114.13531,"amenity=toilets"
288745329,22.2822247,114.1510517,"shop=supermarket,name:en=Wellcome"
288996270,22.3198545,114.1580221,"amenity=bus_station,name:en=Island Harbourview"
288996425,22.3189602,114.1606915,"amenity=bus_station,name:en=Olympic Railway Station"
289094945,40.0347333,116.3019833,"shop=convenience"
289095054,40.0321388,116.3081198,"shop=kiosk"
289394668,40.0335166,116.3056135,"amenity=restaurant,name:en=Dianchi Yijia Restaurant"
289550531,22.2808653,114.1559294,"amenity=toilets"
289558548,22.284004,114.1578034,"amenity=bus_station,name:en=Central (Exchange Square)"
289558558,22.28237,114.16069,"amenity=bus_station,name:en=Central (City Hall)"
289841016,22.3379837,114.1741911,"amenity=cinema,name:en=AMC Festival Walk"
289841076,22.3366848,114.1752124,"amenity=bus_station,name:en=Yau Yat Tsuen (Festival Walk)"
290330442,22.2840459,114.1741598,"amenity=bus_station,name:en=Wan Chai (HKCEC Extension)"
290597856,39.9414667,116.3750833,"amenity=restaurant,name:en=Kongyiji Restaurant"
290597968,40.0311004,116.3075666,"amenity=police"
290597974,40.0311031,116.307564,"amenity=post_box"
290598147,40.0333678,116.3104503,"amenity=parking"
290598158,40.0332061,116.3111463,"amenity=parking"
290598242,40.0319047,116.313529,"amenity=parking"
290598537,40.0282224,116.3074933,"amenity=parking"
290598799,39.9459675,116.367768,"amenity=toilets"
290598899,39.9415836,116.3749999,"amenity=toilets"
290599918,39.9342995,116.3816422,"amenity=toilets"
290600755,40.0310164,116.3057934,"amenity=bus_station,name:en=Shangdi Roundabout South Station"
290600874,39.9911674,116.3289966,"amenity=cafe,name:en=Mini Station Milktea"
290651786,22.2879545,114.1585748,"amenity=ferry_terminal"
290667430,22.2054848,114.1315051,"amenity=police,name:en=Sok Kwu Wan Police Post"
290667431,22.2056047,114.1315263,"amenity=clinic,name:en=Sok Kwu Wan General Out-patient Clinic"
290667432,22.2037259,114.1309286,"amenity=place_of_worship,name:en=Tin Hau Temple"
290667443,22.204379,114.124734,"amenity=toilets,name:en=Lo So Shing Village Public Toilet"
290667444,22.2043683,114.1228942,"amenity=telephone"
290667449,22.2042767,114.1228979,"amenity=bench"
290667460,22.2044616,114.1229075,"amenity=toilets"
290667463,22.2045882,114.1228939,"amenity=shower"
290667464,22.2245503,114.1112544,"amenity=place_of_worship,name:en=Tin Hau Temple"
290667465,22.2244016,114.1111484,"amenity=hospital,name:en=North Lamma General Out-patient Clinic"
290667466,22.2249259,114.1114407,"amenity=cafe,name:en=Bookworm Cafe"
290667467,22.2256956,114.1116794,"amenity=restaurant,name:en=Lancomb Seafood"
290667471,22.2260754,114.1116905,"amenity=restaurant,name:en=Deli Lamma"
290667472,22.2266349,114.1115714,"amenity=bank,name:en=HSBC"
290667473,22.2266105,114.1115245,"amenity=police"
290667480,22.205987,114.131586,"amenity=toilets,name:en=Sok Kwu Wan Public Toilet"
290667487,22.2269436,114.1111624,"amenity=toilets,name:en=Yung Shue Wan Public Toilet"
290667488,22.2187722,114.1202059,"amenity=toilets"
290667504,22.285881,114.160629,"amenity=toilets,name:en=Man Yiu Street Public Toilet"
290952837,40.0546249,116.3081911,"amenity=restaurant,name:en=Jinbaiwan Restaurant"
290952840,40.0547075,116.3081212,"shop=convenience,name:en=Aiyigou Convenient Store"
290953000,40.037407,116.305169,"shop=convenience"
291156593,22.2433741,114.1522352,"amenity=fire_station,name:en=Ap Lei Chau Fire Station"
291158210,22.473208,113.989332,"amenity=toilets,name:en=Fu Tso Tsuen Public Toilet"
291158245,22.4332,114.032385,"amenity=toilets,name:en=Tai Kei Leng Public Toilet"
291158246,22.44006,114.02403,"amenity=toilets,name:en=Ma Tin Tsuen Public Toilet"
291190515,22.262448,114.25086,"amenity=post_box"
291955611,30.2292085,120.0898932,"amenity=place_of_worship"
291963419,22.2859916,114.1488525,"shop=supermarket"
291963428,22.2860913,114.1486687,"shop=supermarket,name:en=Wellcome"
292599854,40.460874,115.9790436,"amenity=bus_station"
292647673,30.2819738,120.1239789,"shop=convenience,name:en=Quik"
293036283,40.5195667,115.9567833,"amenity=fuel"
293063619,22.42219,114.351997,"amenity=toilets,name:en=Chek Keng Public Toilet"
293063635,22.3950027,114.3598634,"amenity=toilets"
293063649,22.39818,114.369735,"amenity=toilets,name:en=Sai Wan Site (1) Public Toilet"
293063694,22.4110781,114.375858,"amenity=restaurant"
293141186,22.3923847,114.2988525,"amenity=parking"
293141188,22.3927761,114.2988741,"amenity=restaurant"
293397056,22.2785335,114.1681194,"amenity=police,name:en=Hong Kong Police Headquarters"
293400676,30.2784852,120.1254539,"shop=convenience,name:en=C-Store"
293571667,22.2844306,114.1284442,"amenity=bus_station,name:en=Kennedy Town (Belcher Bay)"
293572631,22.2761902,114.1946474,"amenity=school,name:en=True Light Middle School of Hong Kong"
293666120,22.2613199,114.129501,"amenity=cinema,name:en=Broadway Cyberport"
293836530,30.2796418,120.1463419,"amenity=hospital"
294117071,39.9799227,116.3095871,"shop=computer,name:en=Zhongguancun E World"
294119543,39.9662275,116.3712568,"shop=outdoor"
294119553,39.9662243,116.3710349,"shop=outdoor"
294119559,39.9662728,116.3708297,"shop=outdoor"
294121375,39.9674728,116.4057598,"amenity=bus_station"
294122204,39.9669964,116.4054055,"amenity=parking"
294123517,39.9386279,116.4295881,"shop=mall,name:en=Ginza Shopping Center"
294123545,39.9393061,116.4240147,"shop=convenience,name:en=Hahajing Convenient Store"
294123632,39.9394094,116.4146661,"amenity=restaurant,name:en=Kongliang Hotpot Restaurant"
295067119,48.8580382,130.4915403,"amenity=ferry_terminal"
295350688,39.9930347,116.1987627,"shop=convenience,name:en=Chaoshifa Supermarket"
295351140,39.9913364,116.1965487,"shop=convenience,name:en=Qunying Convenient Store"
296025482,22.5402847,114.0813234,"amenity=hospital"
296293997,22.39044,113.97107,"amenity=toilets,name:en=Tin Hau Road Public Toilet"
296298335,39.8457682,116.4082164,"amenity=parking"
296298336,39.845918,116.4080666,"amenity=fast_food,name:en=KFC"
296346923,39.8503006,116.2212839,"amenity=toilets"
296346924,39.8506503,116.2233508,"amenity=cafe,name:en=Guwan Teahouse"
296346932,39.8499197,116.2181247,"amenity=school,name:en=Xinglong Temple, Marco Polo Bridge 1st School"
296346934,39.8498215,116.2178823,"amenity=post_office"
296346935,39.8482082,116.2173672,"amenity=toilets"
296346937,39.8495047,116.2244351,"amenity=toilets"
296346938,39.8496604,116.2248859,"shop=convenience"
296346952,39.8505689,116.222385,"amenity=restaurant,name:en=Liliangui Pasta Restaurant"
296891352,22.2817637,114.1788468,"amenity=fuel,name:en=LPG Filling Station"
297113664,40.0003212,116.3473013,"amenity=cafe,name:en=Starbucks"
297113749,39.9828837,116.3636506,"amenity=restaurant,name:en=Nine-head Eagle Restaurant"
297113753,39.9834684,116.3635523,"amenity=restaurant,name:en=Ottos Restaurant (Garden East Road)"
297121171,22.6049949,114.322283,"amenity=parking"
297137737,22.5310476,114.0744966,"amenity=hospital"
297146870,40.0342229,116.304321,"amenity=toilets"
